#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Angle
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Angle
13.45 13.625 -0.6 -0.45 -1.4 -1.3 27.9588753913
13.45 13.625 -0.6 -0.45 -1.3 -1.2 25.848691033
13.45 13.625 -0.6 -0.45 -1.2 -1.1 33.2790059889
13.45 13.625 -0.6 -0.45 -1.1 -1.0 36.1088019089
13.45 13.625 -0.6 -0.45 -1.0 -0.9 36.895674458
13.45 13.625 -0.6 -0.45 -0.9 -0.8 42.5442012
13.45 13.625 -0.6 -0.45 -0.8 -0.7 39.3105023752
13.45 13.625 -0.6 -0.45 -0.7 -0.6 41.4081026468
13.45 13.625 -0.6 -0.45 -0.6 -0.5 50.3973022713
13.45 13.625 -0.45 -0.3 -2.5 -2.4 18.1852855781
13.45 13.625 -0.45 -0.3 -2.4 -2.3 23.1651824256
13.45 13.625 -0.45 -0.3 -2.3 -2.2 9.43867798362
13.45 13.625 -0.45 -0.3 -2.2 -2.1 14.5246010517
13.45 13.625 -0.45 -0.3 -2.1 -2.0 27.3398169986
13.45 13.625 -0.45 -0.3 -2.0 -1.9 11.8387727371
13.45 13.625 -0.45 -0.3 -1.9 -1.8 39.702797082
13.45 13.625 -0.45 -0.3 -1.8 -1.7 26.5850772509
13.45 13.625 -0.45 -0.3 -1.7 -1.6 24.4750762615
13.45 13.625 -0.45 -0.3 -1.6 -1.5 37.6926132265
13.45 13.625 -0.45 -0.3 -1.5 -1.4 39.0740493401
13.45 13.625 -0.45 -0.3 -1.4 -1.3 33.2713719565
13.45 13.625 -0.45 -0.3 -1.3 -1.2 41.0956641774
13.45 13.625 -0.45 -0.3 -1.2 -1.1 42.8942357185
13.45 13.625 -0.45 -0.3 -1.1 -1.0 52.3885756062
13.45 13.625 -0.45 -0.3 -1.0 -0.9 40.4098294451
13.45 13.625 -0.45 -0.3 -0.9 -0.8 55.7271973418
13.45 13.625 -0.45 -0.3 -0.8 -0.7 53.6205168074
13.45 13.625 -0.45 -0.3 -0.7 -0.6 57.7982360079
13.45 13.625 -0.45 -0.3 -0.6 -0.5 81.8711450701
13.45 13.625 -0.3 -0.15 -2.5 -2.4 34.851442514
13.45 13.625 -0.3 -0.15 -2.4 -2.3 68.384509899
13.45 13.625 -0.3 -0.15 -2.3 -2.2 -99.0
13.45 13.625 -0.3 -0.15 -2.2 -2.1 30.6360239238
13.45 13.625 -0.3 -0.15 -2.1 -2.0 48.9433396744
13.45 13.625 -0.3 -0.15 -2.0 -1.9 38.2801005038
13.45 13.625 -0.3 -0.15 -1.9 -1.8 49.5201733872
13.45 13.625 -0.3 -0.15 -1.8 -1.7 33.1205561275
13.45 13.625 -0.3 -0.15 -1.7 -1.6 23.2485493959
13.45 13.625 -0.3 -0.15 -1.6 -1.5 39.4115706214
13.45 13.625 -0.3 -0.15 -1.5 -1.4 33.8327055706
13.45 13.625 -0.3 -0.15 -1.4 -1.3 49.4783356946
13.45 13.625 -0.3 -0.15 -1.3 -1.2 88.4078742726
13.45 13.625 -0.3 -0.15 -1.2 -1.1 69.4715418168
13.45 13.625 -0.3 -0.15 -1.1 -1.0 79.9153604541
13.45 13.625 -0.3 -0.15 -1.0 -0.9 65.8105059919
13.45 13.625 -0.3 -0.15 -0.9 -0.8 73.057702921
13.45 13.625 -0.3 -0.15 -0.8 -0.7 59.6496007206
13.45 13.625 -0.3 -0.15 -0.7 -0.6 67.3853125986
13.45 13.625 -0.3 -0.15 -0.6 -0.5 77.824476796
13.45 13.625 -0.15 0.0 -2.5 -2.4 38.7186332459
13.45 13.625 -0.15 0.0 -2.4 -2.3 47.4642648572
13.45 13.625 -0.15 0.0 -2.3 -2.2 -99.0
13.45 13.625 -0.15 0.0 -2.2 -2.1 41.2781151583
13.45 13.625 -0.15 0.0 -2.1 -2.0 25.9547556069
13.45 13.625 -0.15 0.0 -2.0 -1.9 51.8064946092
13.45 13.625 -0.15 0.0 -1.9 -1.8 31.4405727109
13.45 13.625 -0.15 0.0 -1.8 -1.7 44.5632318178
13.45 13.625 -0.15 0.0 -1.7 -1.6 57.905666352
13.45 13.625 -0.15 0.0 -1.6 -1.5 31.8359387756
13.45 13.625 -0.15 0.0 -1.5 -1.4 95.4138025298
13.45 13.625 -0.15 0.0 -1.4 -1.3 73.8022132747
13.45 13.625 -0.15 0.0 -1.3 -1.2 98.7864246451
13.45 13.625 -0.15 0.0 -1.2 -1.1 155.588639266
13.45 13.625 -0.15 0.0 -1.1 -1.0 161.308999587
13.45 13.625 -0.15 0.0 -1.0 -0.9 58.0187445211
13.45 13.625 -0.15 0.0 -0.9 -0.8 63.1340440686
13.45 13.625 -0.15 0.0 -0.8 -0.7 72.0510754448
13.45 13.625 -0.15 0.0 -0.7 -0.6 -99.0
13.45 13.625 -0.15 0.0 -0.6 -0.5 -99.0
13.625 13.8 -3.0 -2.85 -2.5 -2.4 0.618802200238
13.625 13.8 -3.0 -2.85 -2.4 -2.3 0.841160652145
13.625 13.8 -3.0 -2.85 -2.3 -2.2 1.02601321088
13.625 13.8 -3.0 -2.85 -2.2 -2.1 1.31657180684
13.625 13.8 -3.0 -2.85 -2.1 -2.0 1.68922653046
13.625 13.8 -3.0 -2.85 -2.0 -1.9 1.95332361819
13.625 13.8 -3.0 -2.85 -1.9 -1.8 2.54604124435
13.625 13.8 -3.0 -2.85 -1.8 -1.7 3.14708475716
13.625 13.8 -3.0 -2.85 -1.7 -1.6 3.30301199095
13.625 13.8 -3.0 -2.85 -1.6 -1.5 4.7768965046
13.625 13.8 -3.0 -2.85 -1.5 -1.4 6.1553468737
13.625 13.8 -3.0 -2.85 -1.4 -1.3 8.49091293415
13.625 13.8 -3.0 -2.85 -1.3 -1.2 8.02256550474
13.625 13.8 -3.0 -2.85 -1.2 -1.1 8.34915819084
13.625 13.8 -3.0 -2.85 -1.1 -1.0 12.2829407925
13.625 13.8 -3.0 -2.85 -1.0 -0.9 13.7910236977
13.625 13.8 -3.0 -2.85 -0.9 -0.8 16.8364911102
13.625 13.8 -3.0 -2.85 -0.8 -0.7 30.8243016071
13.625 13.8 -3.0 -2.85 -0.7 -0.6 69.4516667008
13.625 13.8 -3.0 -2.85 -0.6 -0.5 -99.0
13.625 13.8 -2.85 -2.7 -2.5 -2.4 0.652542093296
13.625 13.8 -2.85 -2.7 -2.4 -2.3 0.8781880543
13.625 13.8 -2.85 -2.7 -2.3 -2.2 1.02942176116
13.625 13.8 -2.85 -2.7 -2.2 -2.1 1.23764720006
13.625 13.8 -2.85 -2.7 -2.1 -2.0 1.60337378591
13.625 13.8 -2.85 -2.7 -2.0 -1.9 2.06430718497
13.625 13.8 -2.85 -2.7 -1.9 -1.8 2.76170269946
13.625 13.8 -2.85 -2.7 -1.8 -1.7 3.33626570769
13.625 13.8 -2.85 -2.7 -1.7 -1.6 4.17050872439
13.625 13.8 -2.85 -2.7 -1.6 -1.5 4.94349729351
13.625 13.8 -2.85 -2.7 -1.5 -1.4 5.66104684751
13.625 13.8 -2.85 -2.7 -1.4 -1.3 5.77737160797
13.625 13.8 -2.85 -2.7 -1.3 -1.2 8.3931837146
13.625 13.8 -2.85 -2.7 -1.2 -1.1 8.28282151236
13.625 13.8 -2.85 -2.7 -1.1 -1.0 10.1062527682
13.625 13.8 -2.85 -2.7 -1.0 -0.9 18.1541059822
13.625 13.8 -2.85 -2.7 -0.9 -0.8 25.0965806619
13.625 13.8 -2.85 -2.7 -0.8 -0.7 13.6985570116
13.625 13.8 -2.85 -2.7 -0.7 -0.6 -99.0
13.625 13.8 -2.85 -2.7 -0.6 -0.5 -99.0
13.625 13.8 -2.7 -2.55 -2.5 -2.4 0.683743497898
13.625 13.8 -2.7 -2.55 -2.4 -2.3 0.869159697688
13.625 13.8 -2.7 -2.55 -2.3 -2.2 1.01792922672
13.625 13.8 -2.7 -2.55 -2.2 -2.1 1.24669277558
13.625 13.8 -2.7 -2.55 -2.1 -2.0 1.77514071463
13.625 13.8 -2.7 -2.55 -2.0 -1.9 1.96295100857
13.625 13.8 -2.7 -2.55 -1.9 -1.8 2.33705238472
13.625 13.8 -2.7 -2.55 -1.8 -1.7 3.15296858661
13.625 13.8 -2.7 -2.55 -1.7 -1.6 3.38244493699
13.625 13.8 -2.7 -2.55 -1.6 -1.5 4.72553697778
13.625 13.8 -2.7 -2.55 -1.5 -1.4 6.09868378463
13.625 13.8 -2.7 -2.55 -1.4 -1.3 6.56084296182
13.625 13.8 -2.7 -2.55 -1.3 -1.2 8.20184758576
13.625 13.8 -2.7 -2.55 -1.2 -1.1 9.45381291871
13.625 13.8 -2.7 -2.55 -1.1 -1.0 13.465286338
13.625 13.8 -2.7 -2.55 -1.0 -0.9 13.9499654906
13.625 13.8 -2.7 -2.55 -0.9 -0.8 21.0803448099
13.625 13.8 -2.7 -2.55 -0.8 -0.7 27.104544482
13.625 13.8 -2.7 -2.55 -0.7 -0.6 125.844288148
13.625 13.8 -2.7 -2.55 -0.6 -0.5 -99.0
13.625 13.8 -2.55 -2.4 -2.5 -2.4 0.782099991269
13.625 13.8 -2.55 -2.4 -2.4 -2.3 0.89810009221
13.625 13.8 -2.55 -2.4 -2.3 -2.2 1.05936251324
13.625 13.8 -2.55 -2.4 -2.2 -2.1 1.29297325627
13.625 13.8 -2.55 -2.4 -2.1 -2.0 1.66021644802
13.625 13.8 -2.55 -2.4 -2.0 -1.9 1.97002640049
13.625 13.8 -2.55 -2.4 -1.9 -1.8 2.35559947108
13.625 13.8 -2.55 -2.4 -1.8 -1.7 2.99932350571
13.625 13.8 -2.55 -2.4 -1.7 -1.6 3.78095836134
13.625 13.8 -2.55 -2.4 -1.6 -1.5 4.7502441378
13.625 13.8 -2.55 -2.4 -1.5 -1.4 5.80049629323
13.625 13.8 -2.55 -2.4 -1.4 -1.3 7.4125296696
13.625 13.8 -2.55 -2.4 -1.3 -1.2 8.6461918199
13.625 13.8 -2.55 -2.4 -1.2 -1.1 8.50395731922
13.625 13.8 -2.55 -2.4 -1.1 -1.0 12.0545528679
13.625 13.8 -2.55 -2.4 -1.0 -0.9 11.3966825211
13.625 13.8 -2.55 -2.4 -0.9 -0.8 21.4170675268
13.625 13.8 -2.55 -2.4 -0.8 -0.7 19.3811846977
13.625 13.8 -2.55 -2.4 -0.7 -0.6 29.6248545746
13.625 13.8 -2.55 -2.4 -0.6 -0.5 -99.0
13.625 13.8 -2.4 -2.25 -2.5 -2.4 0.970227755896
13.625 13.8 -2.4 -2.25 -2.4 -2.3 1.14045657273
13.625 13.8 -2.4 -2.25 -2.3 -2.2 1.40209755628
13.625 13.8 -2.4 -2.25 -2.2 -2.1 1.22986294616
13.625 13.8 -2.4 -2.25 -2.1 -2.0 1.63316877696
13.625 13.8 -2.4 -2.25 -2.0 -1.9 1.91890450981
13.625 13.8 -2.4 -2.25 -1.9 -1.8 2.24090918763
13.625 13.8 -2.4 -2.25 -1.8 -1.7 2.98210067081
13.625 13.8 -2.4 -2.25 -1.7 -1.6 3.63440708725
13.625 13.8 -2.4 -2.25 -1.6 -1.5 5.09503662457
13.625 13.8 -2.4 -2.25 -1.5 -1.4 5.05905119289
13.625 13.8 -2.4 -2.25 -1.4 -1.3 6.23647440089
13.625 13.8 -2.4 -2.25 -1.3 -1.2 9.60692326745
13.625 13.8 -2.4 -2.25 -1.2 -1.1 11.6921119841
13.625 13.8 -2.4 -2.25 -1.1 -1.0 10.9649230759
13.625 13.8 -2.4 -2.25 -1.0 -0.9 15.6255760909
13.625 13.8 -2.4 -2.25 -0.9 -0.8 15.8945378303
13.625 13.8 -2.4 -2.25 -0.8 -0.7 25.2579819507
13.625 13.8 -2.4 -2.25 -0.7 -0.6 69.2824233707
13.625 13.8 -2.4 -2.25 -0.6 -0.5 -99.0
13.625 13.8 -2.25 -2.1 -2.5 -2.4 1.04481230959
13.625 13.8 -2.25 -2.1 -2.4 -2.3 1.26281283574
13.625 13.8 -2.25 -2.1 -2.3 -2.2 1.39945631143
13.625 13.8 -2.25 -2.1 -2.2 -2.1 1.5371693401
13.625 13.8 -2.25 -2.1 -2.1 -2.0 1.86292528305
13.625 13.8 -2.25 -2.1 -2.0 -1.9 2.01374987966
13.625 13.8 -2.25 -2.1 -1.9 -1.8 2.51712408682
13.625 13.8 -2.25 -2.1 -1.8 -1.7 3.01348611792
13.625 13.8 -2.25 -2.1 -1.7 -1.6 3.80668549775
13.625 13.8 -2.25 -2.1 -1.6 -1.5 4.88869638678
13.625 13.8 -2.25 -2.1 -1.5 -1.4 5.72535285687
13.625 13.8 -2.25 -2.1 -1.4 -1.3 6.18621034457
13.625 13.8 -2.25 -2.1 -1.3 -1.2 7.7031046523
13.625 13.8 -2.25 -2.1 -1.2 -1.1 9.28266977161
13.625 13.8 -2.25 -2.1 -1.1 -1.0 12.1395100241
13.625 13.8 -2.25 -2.1 -1.0 -0.9 11.7791181277
13.625 13.8 -2.25 -2.1 -0.9 -0.8 17.8071624884
13.625 13.8 -2.25 -2.1 -0.8 -0.7 24.4490328151
13.625 13.8 -2.25 -2.1 -0.7 -0.6 31.1658258966
13.625 13.8 -2.25 -2.1 -0.6 -0.5 -99.0
13.625 13.8 -2.1 -1.95 -2.5 -2.4 1.55746788055
13.625 13.8 -2.1 -1.95 -2.4 -2.3 1.32968640227
13.625 13.8 -2.1 -1.95 -2.3 -2.2 1.91836222191
13.625 13.8 -2.1 -1.95 -2.2 -2.1 1.70858099164
13.625 13.8 -2.1 -1.95 -2.1 -2.0 2.20841718885
13.625 13.8 -2.1 -1.95 -2.0 -1.9 2.40492981942
13.625 13.8 -2.1 -1.95 -1.9 -1.8 2.49163732884
13.625 13.8 -2.1 -1.95 -1.8 -1.7 3.08146059681
13.625 13.8 -2.1 -1.95 -1.7 -1.6 3.66651181148
13.625 13.8 -2.1 -1.95 -1.6 -1.5 4.4205507633
13.625 13.8 -2.1 -1.95 -1.5 -1.4 5.73147425087
13.625 13.8 -2.1 -1.95 -1.4 -1.3 7.60458480801
13.625 13.8 -2.1 -1.95 -1.3 -1.2 7.76612491077
13.625 13.8 -2.1 -1.95 -1.2 -1.1 10.868488529
13.625 13.8 -2.1 -1.95 -1.1 -1.0 12.4486799452
13.625 13.8 -2.1 -1.95 -1.0 -0.9 13.5885999834
13.625 13.8 -2.1 -1.95 -0.9 -0.8 11.0874854122
13.625 13.8 -2.1 -1.95 -0.8 -0.7 17.5250943511
13.625 13.8 -2.1 -1.95 -0.7 -0.6 29.141877161
13.625 13.8 -2.1 -1.95 -0.6 -0.5 -99.0
13.625 13.8 -1.95 -1.8 -2.5 -2.4 1.71280255999
13.625 13.8 -1.95 -1.8 -2.4 -2.3 1.64959333811
13.625 13.8 -1.95 -1.8 -2.3 -2.2 1.83879365014
13.625 13.8 -1.95 -1.8 -2.2 -2.1 2.20234135287
13.625 13.8 -1.95 -1.8 -2.1 -2.0 2.46458041385
13.625 13.8 -1.95 -1.8 -2.0 -1.9 2.80027394284
13.625 13.8 -1.95 -1.8 -1.9 -1.8 2.89409512719
13.625 13.8 -1.95 -1.8 -1.8 -1.7 3.42563024367
13.625 13.8 -1.95 -1.8 -1.7 -1.6 3.74343804528
13.625 13.8 -1.95 -1.8 -1.6 -1.5 4.52346670148
13.625 13.8 -1.95 -1.8 -1.5 -1.4 5.52745727226
13.625 13.8 -1.95 -1.8 -1.4 -1.3 7.2771777819
13.625 13.8 -1.95 -1.8 -1.3 -1.2 9.55159425098
13.625 13.8 -1.95 -1.8 -1.2 -1.1 10.125129032
13.625 13.8 -1.95 -1.8 -1.1 -1.0 13.3542309439
13.625 13.8 -1.95 -1.8 -1.0 -0.9 17.3873251589
13.625 13.8 -1.95 -1.8 -0.9 -0.8 16.5569298104
13.625 13.8 -1.95 -1.8 -0.8 -0.7 16.8642883366
13.625 13.8 -1.95 -1.8 -0.7 -0.6 29.8211535077
13.625 13.8 -1.95 -1.8 -0.6 -0.5 -99.0
13.625 13.8 -1.8 -1.65 -2.5 -2.4 2.41880259484
13.625 13.8 -1.8 -1.65 -2.4 -2.3 2.5548301085
13.625 13.8 -1.8 -1.65 -2.3 -2.2 3.41012791793
13.625 13.8 -1.8 -1.65 -2.2 -2.1 3.17200007779
13.625 13.8 -1.8 -1.65 -2.1 -2.0 2.60185033008
13.625 13.8 -1.8 -1.65 -2.0 -1.9 3.30944669456
13.625 13.8 -1.8 -1.65 -1.9 -1.8 3.65967250048
13.625 13.8 -1.8 -1.65 -1.8 -1.7 3.9840731847
13.625 13.8 -1.8 -1.65 -1.7 -1.6 4.21927640106
13.625 13.8 -1.8 -1.65 -1.6 -1.5 4.85734330704
13.625 13.8 -1.8 -1.65 -1.5 -1.4 5.66305503531
13.625 13.8 -1.8 -1.65 -1.4 -1.3 6.98924460969
13.625 13.8 -1.8 -1.65 -1.3 -1.2 7.92223745529
13.625 13.8 -1.8 -1.65 -1.2 -1.1 10.8569250632
13.625 13.8 -1.8 -1.65 -1.1 -1.0 11.521722205
13.625 13.8 -1.8 -1.65 -1.0 -0.9 15.812449997
13.625 13.8 -1.8 -1.65 -0.9 -0.8 12.7044176493
13.625 13.8 -1.8 -1.65 -0.8 -0.7 16.8086364986
13.625 13.8 -1.8 -1.65 -0.7 -0.6 32.4723474982
13.625 13.8 -1.8 -1.65 -0.6 -0.5 -99.0
13.625 13.8 -1.65 -1.5 -2.5 -2.4 3.13294972491
13.625 13.8 -1.65 -1.5 -2.4 -2.3 2.59336461946
13.625 13.8 -1.65 -1.5 -2.3 -2.2 3.67363499817
13.625 13.8 -1.65 -1.5 -2.2 -2.1 3.49789439782
13.625 13.8 -1.65 -1.5 -2.1 -2.0 3.76048121044
13.625 13.8 -1.65 -1.5 -2.0 -1.9 3.66210902884
13.625 13.8 -1.65 -1.5 -1.9 -1.8 4.18793293936
13.625 13.8 -1.65 -1.5 -1.8 -1.7 4.64771035201
13.625 13.8 -1.65 -1.5 -1.7 -1.6 5.37190562397
13.625 13.8 -1.65 -1.5 -1.6 -1.5 5.15106901061
13.625 13.8 -1.65 -1.5 -1.5 -1.4 6.34310477275
13.625 13.8 -1.65 -1.5 -1.4 -1.3 7.26929858667
13.625 13.8 -1.65 -1.5 -1.3 -1.2 9.05964585072
13.625 13.8 -1.65 -1.5 -1.2 -1.1 9.26863922512
13.625 13.8 -1.65 -1.5 -1.1 -1.0 12.116067586
13.625 13.8 -1.65 -1.5 -1.0 -0.9 12.8192052718
13.625 13.8 -1.65 -1.5 -0.9 -0.8 18.0466993854
13.625 13.8 -1.65 -1.5 -0.8 -0.7 26.1810957217
13.625 13.8 -1.65 -1.5 -0.7 -0.6 6.84604183991
13.625 13.8 -1.65 -1.5 -0.6 -0.5 -99.0
13.625 13.8 -1.5 -1.35 -2.5 -2.4 3.90856873158
13.625 13.8 -1.5 -1.35 -2.4 -2.3 4.14212176326
13.625 13.8 -1.5 -1.35 -2.3 -2.2 4.14533909338
13.625 13.8 -1.5 -1.35 -2.2 -2.1 4.68111766207
13.625 13.8 -1.5 -1.35 -2.1 -2.0 4.62808968474
13.625 13.8 -1.5 -1.35 -2.0 -1.9 4.43031951696
13.625 13.8 -1.5 -1.35 -1.9 -1.8 5.03041031879
13.625 13.8 -1.5 -1.35 -1.8 -1.7 5.29989889599
13.625 13.8 -1.5 -1.35 -1.7 -1.6 6.00323119385
13.625 13.8 -1.5 -1.35 -1.6 -1.5 6.76262366041
13.625 13.8 -1.5 -1.35 -1.5 -1.4 7.66096455425
13.625 13.8 -1.5 -1.35 -1.4 -1.3 7.58630829903
13.625 13.8 -1.5 -1.35 -1.3 -1.2 8.37381609639
13.625 13.8 -1.5 -1.35 -1.2 -1.1 9.24824994395
13.625 13.8 -1.5 -1.35 -1.1 -1.0 12.0986664973
13.625 13.8 -1.5 -1.35 -1.0 -0.9 14.7358241817
13.625 13.8 -1.5 -1.35 -0.9 -0.8 19.5179793494
13.625 13.8 -1.5 -1.35 -0.8 -0.7 16.7396288066
13.625 13.8 -1.5 -1.35 -0.7 -0.6 11.8975196167
13.625 13.8 -1.5 -1.35 -0.6 -0.5 -99.0
13.625 13.8 -1.35 -1.2 -2.5 -2.4 3.54413833206
13.625 13.8 -1.35 -1.2 -2.4 -2.3 4.59795746877
13.625 13.8 -1.35 -1.2 -2.3 -2.2 5.39973595156
13.625 13.8 -1.35 -1.2 -2.2 -2.1 5.19567094083
13.625 13.8 -1.35 -1.2 -2.1 -2.0 7.18854478812
13.625 13.8 -1.35 -1.2 -2.0 -1.9 6.33608140143
13.625 13.8 -1.35 -1.2 -1.9 -1.8 7.23911319833
13.625 13.8 -1.35 -1.2 -1.8 -1.7 7.94372350884
13.625 13.8 -1.35 -1.2 -1.7 -1.6 7.6162703146
13.625 13.8 -1.35 -1.2 -1.6 -1.5 7.51818945568
13.625 13.8 -1.35 -1.2 -1.5 -1.4 8.49642237075
13.625 13.8 -1.35 -1.2 -1.4 -1.3 9.79787796858
13.625 13.8 -1.35 -1.2 -1.3 -1.2 10.4393611267
13.625 13.8 -1.35 -1.2 -1.2 -1.1 10.7629123054
13.625 13.8 -1.35 -1.2 -1.1 -1.0 11.6158617819
13.625 13.8 -1.35 -1.2 -1.0 -0.9 14.5251088109
13.625 13.8 -1.35 -1.2 -0.9 -0.8 21.2711594933
13.625 13.8 -1.35 -1.2 -0.8 -0.7 18.1744777272
13.625 13.8 -1.35 -1.2 -0.7 -0.6 16.058409816
13.625 13.8 -1.35 -1.2 -0.6 -0.5 6.01495992327
13.625 13.8 -1.2 -1.05 -2.5 -2.4 4.04928975636
13.625 13.8 -1.2 -1.05 -2.4 -2.3 5.93642146605
13.625 13.8 -1.2 -1.05 -2.3 -2.2 4.31632341197
13.625 13.8 -1.2 -1.05 -2.2 -2.1 6.48371431351
13.625 13.8 -1.2 -1.05 -2.1 -2.0 7.36739082011
13.625 13.8 -1.2 -1.05 -2.0 -1.9 7.37006000196
13.625 13.8 -1.2 -1.05 -1.9 -1.8 10.3255880334
13.625 13.8 -1.2 -1.05 -1.8 -1.7 10.1383871475
13.625 13.8 -1.2 -1.05 -1.7 -1.6 9.3482170181
13.625 13.8 -1.2 -1.05 -1.6 -1.5 10.5406395734
13.625 13.8 -1.2 -1.05 -1.5 -1.4 9.90407562587
13.625 13.8 -1.2 -1.05 -1.4 -1.3 11.213939329
13.625 13.8 -1.2 -1.05 -1.3 -1.2 11.9878225001
13.625 13.8 -1.2 -1.05 -1.2 -1.1 13.2622891589
13.625 13.8 -1.2 -1.05 -1.1 -1.0 14.0283677712
13.625 13.8 -1.2 -1.05 -1.0 -0.9 13.5857197092
13.625 13.8 -1.2 -1.05 -0.9 -0.8 15.0784722198
13.625 13.8 -1.2 -1.05 -0.8 -0.7 21.7272023863
13.625 13.8 -1.2 -1.05 -0.7 -0.6 35.5850458625
13.625 13.8 -1.2 -1.05 -0.6 -0.5 -99.0
13.625 13.8 -1.05 -0.9 -2.5 -2.4 6.62373927475
13.625 13.8 -1.05 -0.9 -2.4 -2.3 8.71157919372
13.625 13.8 -1.05 -0.9 -2.3 -2.2 18.8256220686
13.625 13.8 -1.05 -0.9 -2.2 -2.1 10.236653343
13.625 13.8 -1.05 -0.9 -2.1 -2.0 10.7918159795
13.625 13.8 -1.05 -0.9 -2.0 -1.9 7.83020950693
13.625 13.8 -1.05 -0.9 -1.9 -1.8 10.5305225073
13.625 13.8 -1.05 -0.9 -1.8 -1.7 13.4131567829
13.625 13.8 -1.05 -0.9 -1.7 -1.6 12.2753697516
13.625 13.8 -1.05 -0.9 -1.6 -1.5 15.2030332528
13.625 13.8 -1.05 -0.9 -1.5 -1.4 12.9999259875
13.625 13.8 -1.05 -0.9 -1.4 -1.3 14.2439785978
13.625 13.8 -1.05 -0.9 -1.3 -1.2 14.7260340877
13.625 13.8 -1.05 -0.9 -1.2 -1.1 15.9523760807
13.625 13.8 -1.05 -0.9 -1.1 -1.0 17.094345876
13.625 13.8 -1.05 -0.9 -1.0 -0.9 18.5301679267
13.625 13.8 -1.05 -0.9 -0.9 -0.8 18.9367868457
13.625 13.8 -1.05 -0.9 -0.8 -0.7 22.0793220639
13.625 13.8 -1.05 -0.9 -0.7 -0.6 24.5101837216
13.625 13.8 -1.05 -0.9 -0.6 -0.5 34.6134923026
13.625 13.8 -0.9 -0.75 -2.5 -2.4 9.29279824775
13.625 13.8 -0.9 -0.75 -2.4 -2.3 10.4318523659
13.625 13.8 -0.9 -0.75 -2.3 -2.2 12.9228074667
13.625 13.8 -0.9 -0.75 -2.2 -2.1 20.0403457893
13.625 13.8 -0.9 -0.75 -2.1 -2.0 13.8507563098
13.625 13.8 -0.9 -0.75 -2.0 -1.9 7.79934196934
13.625 13.8 -0.9 -0.75 -1.9 -1.8 13.0113914621
13.625 13.8 -0.9 -0.75 -1.8 -1.7 18.1048885274
13.625 13.8 -0.9 -0.75 -1.7 -1.6 14.6399779713
13.625 13.8 -0.9 -0.75 -1.6 -1.5 17.5112719299
13.625 13.8 -0.9 -0.75 -1.5 -1.4 18.1764274052
13.625 13.8 -0.9 -0.75 -1.4 -1.3 22.9274675501
13.625 13.8 -0.9 -0.75 -1.3 -1.2 19.1909183376
13.625 13.8 -0.9 -0.75 -1.2 -1.1 19.8764089732
13.625 13.8 -0.9 -0.75 -1.1 -1.0 23.1760834756
13.625 13.8 -0.9 -0.75 -1.0 -0.9 22.872620785
13.625 13.8 -0.9 -0.75 -0.9 -0.8 24.369519632
13.625 13.8 -0.9 -0.75 -0.8 -0.7 23.6547030991
13.625 13.8 -0.9 -0.75 -0.7 -0.6 23.8241144823
13.625 13.8 -0.9 -0.75 -0.6 -0.5 30.7734491194
13.625 13.8 -0.75 -0.6 -2.5 -2.4 14.5563309158
13.625 13.8 -0.75 -0.6 -2.4 -2.3 24.7454958325
13.625 13.8 -0.75 -0.6 -2.3 -2.2 0.577569186656
13.625 13.8 -0.75 -0.6 -2.2 -2.1 10.8479055335
13.625 13.8 -0.75 -0.6 -2.1 -2.0 10.6623845801
13.625 13.8 -0.75 -0.6 -2.0 -1.9 13.0495012533
13.625 13.8 -0.75 -0.6 -1.9 -1.8 16.0794178849
13.625 13.8 -0.75 -0.6 -1.8 -1.7 20.1866437945
13.625 13.8 -0.75 -0.6 -1.7 -1.6 19.7254090419
13.625 13.8 -0.75 -0.6 -1.6 -1.5 21.2657167428
13.625 13.8 -0.75 -0.6 -1.5 -1.4 19.7290013726
13.625 13.8 -0.75 -0.6 -1.4 -1.3 25.8002231662
13.625 13.8 -0.75 -0.6 -1.3 -1.2 24.4843553789
13.625 13.8 -0.75 -0.6 -1.2 -1.1 25.0155881731
13.625 13.8 -0.75 -0.6 -1.1 -1.0 29.3563661322
13.625 13.8 -0.75 -0.6 -1.0 -0.9 26.4947204248
13.625 13.8 -0.75 -0.6 -0.9 -0.8 29.8697528522
13.625 13.8 -0.75 -0.6 -0.8 -0.7 29.3828373905
13.625 13.8 -0.75 -0.6 -0.7 -0.6 35.7167543142
13.625 13.8 -0.75 -0.6 -0.6 -0.5 39.3316979193
13.625 13.8 -0.6 -0.45 -2.5 -2.4 14.4653587871
13.625 13.8 -0.6 -0.45 -2.4 -2.3 14.0460743107
13.625 13.8 -0.6 -0.45 -2.3 -2.2 -99.0
13.625 13.8 -0.6 -0.45 -2.2 -2.1 19.5119747454
