#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Angle
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Angle
11.7 11.875 -0.75 -0.6 -1.3 -1.2 24.7730415852
11.7 11.875 -0.75 -0.6 -1.2 -1.1 27.2354450413
11.7 11.875 -0.75 -0.6 -1.1 -1.0 29.0691947846
11.7 11.875 -0.75 -0.6 -1.0 -0.9 29.7686470818
11.7 11.875 -0.75 -0.6 -0.9 -0.8 30.6551002538
11.7 11.875 -0.75 -0.6 -0.8 -0.7 30.9292964947
11.7 11.875 -0.75 -0.6 -0.7 -0.6 31.1711326696
11.7 11.875 -0.75 -0.6 -0.6 -0.5 33.1933825926
11.7 11.875 -0.6 -0.45 -2.5 -2.4 15.7619411202
11.7 11.875 -0.6 -0.45 -2.4 -2.3 24.2143880974
11.7 11.875 -0.6 -0.45 -2.3 -2.2 22.1285354764
11.7 11.875 -0.6 -0.45 -2.2 -2.1 19.9339795131
11.7 11.875 -0.6 -0.45 -2.1 -2.0 22.4709537632
11.7 11.875 -0.6 -0.45 -2.0 -1.9 18.3555184949
11.7 11.875 -0.6 -0.45 -1.9 -1.8 23.1101378373
11.7 11.875 -0.6 -0.45 -1.8 -1.7 24.2701110186
11.7 11.875 -0.6 -0.45 -1.7 -1.6 24.3071269411
11.7 11.875 -0.6 -0.45 -1.6 -1.5 26.6086826095
11.7 11.875 -0.6 -0.45 -1.5 -1.4 25.1960912011
11.7 11.875 -0.6 -0.45 -1.4 -1.3 28.5007507273
11.7 11.875 -0.6 -0.45 -1.3 -1.2 28.7183939744
11.7 11.875 -0.6 -0.45 -1.2 -1.1 31.2612766583
11.7 11.875 -0.6 -0.45 -1.1 -1.0 34.5769725841
11.7 11.875 -0.6 -0.45 -1.0 -0.9 35.5751922563
11.7 11.875 -0.6 -0.45 -0.9 -0.8 37.2446921597
11.7 11.875 -0.6 -0.45 -0.8 -0.7 40.2514484474
11.7 11.875 -0.6 -0.45 -0.7 -0.6 42.0039364409
11.7 11.875 -0.6 -0.45 -0.6 -0.5 41.6170061632
11.7 11.875 -0.45 -0.3 -2.5 -2.4 20.5093964688
11.7 11.875 -0.45 -0.3 -2.4 -2.3 35.5611126302
11.7 11.875 -0.45 -0.3 -2.3 -2.2 23.6195026525
11.7 11.875 -0.45 -0.3 -2.2 -2.1 27.0095036917
11.7 11.875 -0.45 -0.3 -2.1 -2.0 29.7289328965
11.7 11.875 -0.45 -0.3 -2.0 -1.9 24.7425619618
11.7 11.875 -0.45 -0.3 -1.9 -1.8 30.2846492275
11.7 11.875 -0.45 -0.3 -1.8 -1.7 32.0840789681
11.7 11.875 -0.45 -0.3 -1.7 -1.6 32.9093502001
11.7 11.875 -0.45 -0.3 -1.6 -1.5 34.5106254379
11.7 11.875 -0.45 -0.3 -1.5 -1.4 29.9969849059
11.7 11.875 -0.45 -0.3 -1.4 -1.3 35.2111585419
11.7 11.875 -0.45 -0.3 -1.3 -1.2 35.2088074363
11.7 11.875 -0.45 -0.3 -1.2 -1.1 37.3246248717
11.7 11.875 -0.45 -0.3 -1.1 -1.0 40.4601940771
11.7 11.875 -0.45 -0.3 -1.0 -0.9 42.0652243493
11.7 11.875 -0.45 -0.3 -0.9 -0.8 43.7178559451
11.7 11.875 -0.45 -0.3 -0.8 -0.7 47.9326299622
11.7 11.875 -0.45 -0.3 -0.7 -0.6 50.3789001566
11.7 11.875 -0.45 -0.3 -0.6 -0.5 53.5609199952
11.7 11.875 -0.3 -0.15 -2.5 -2.4 28.6966088014
11.7 11.875 -0.3 -0.15 -2.4 -2.3 44.7424970263
11.7 11.875 -0.3 -0.15 -2.3 -2.2 29.1271410818
11.7 11.875 -0.3 -0.15 -2.2 -2.1 31.0160467268
11.7 11.875 -0.3 -0.15 -2.1 -2.0 36.0270177139
11.7 11.875 -0.3 -0.15 -2.0 -1.9 27.6024980307
11.7 11.875 -0.3 -0.15 -1.9 -1.8 40.3336141239
11.7 11.875 -0.3 -0.15 -1.8 -1.7 36.3096329718
11.7 11.875 -0.3 -0.15 -1.7 -1.6 40.7012163773
11.7 11.875 -0.3 -0.15 -1.6 -1.5 42.3523709668
11.7 11.875 -0.3 -0.15 -1.5 -1.4 34.1666318628
11.7 11.875 -0.3 -0.15 -1.4 -1.3 47.197923072
11.7 11.875 -0.3 -0.15 -1.3 -1.2 46.3552408773
11.7 11.875 -0.3 -0.15 -1.2 -1.1 44.4007239422
11.7 11.875 -0.3 -0.15 -1.1 -1.0 47.9632119526
11.7 11.875 -0.3 -0.15 -1.0 -0.9 50.7515855452
11.7 11.875 -0.3 -0.15 -0.9 -0.8 54.1152336774
11.7 11.875 -0.3 -0.15 -0.8 -0.7 57.5124416462
11.7 11.875 -0.3 -0.15 -0.7 -0.6 59.8733930462
11.7 11.875 -0.3 -0.15 -0.6 -0.5 61.1944247583
11.7 11.875 -0.15 0.0 -2.5 -2.4 29.2369449611
11.7 11.875 -0.15 0.0 -2.4 -2.3 44.4409871427
11.7 11.875 -0.15 0.0 -2.3 -2.2 29.9770943327
11.7 11.875 -0.15 0.0 -2.2 -2.1 32.3676635645
11.7 11.875 -0.15 0.0 -2.1 -2.0 32.6675266604
11.7 11.875 -0.15 0.0 -2.0 -1.9 28.850573385
11.7 11.875 -0.15 0.0 -1.9 -1.8 29.6735086408
11.7 11.875 -0.15 0.0 -1.8 -1.7 34.9224370372
11.7 11.875 -0.15 0.0 -1.7 -1.6 37.5276166166
11.7 11.875 -0.15 0.0 -1.6 -1.5 37.8324439967
11.7 11.875 -0.15 0.0 -1.5 -1.4 36.6695390427
11.7 11.875 -0.15 0.0 -1.4 -1.3 37.4460399123
11.7 11.875 -0.15 0.0 -1.3 -1.2 48.3754525748
11.7 11.875 -0.15 0.0 -1.2 -1.1 42.3737354678
11.7 11.875 -0.15 0.0 -1.1 -1.0 52.7659220042
11.7 11.875 -0.15 0.0 -1.0 -0.9 47.3567202942
11.7 11.875 -0.15 0.0 -0.9 -0.8 44.7016565267
11.7 11.875 -0.15 0.0 -0.8 -0.7 55.2771689284
11.7 11.875 -0.15 0.0 -0.7 -0.6 51.5937316022
11.7 11.875 -0.15 0.0 -0.6 -0.5 67.3021264967
11.875 12.05 -3.0 -2.85 -2.5 -2.4 0.898025763176
11.875 12.05 -3.0 -2.85 -2.4 -2.3 1.05063610932
11.875 12.05 -3.0 -2.85 -2.3 -2.2 1.20801930411
11.875 12.05 -3.0 -2.85 -2.2 -2.1 1.33463388014
11.875 12.05 -3.0 -2.85 -2.1 -2.0 1.61032442155
11.875 12.05 -3.0 -2.85 -2.0 -1.9 1.90065937595
11.875 12.05 -3.0 -2.85 -1.9 -1.8 2.18684381167
11.875 12.05 -3.0 -2.85 -1.8 -1.7 2.59787763398
11.875 12.05 -3.0 -2.85 -1.7 -1.6 3.09445537007
11.875 12.05 -3.0 -2.85 -1.6 -1.5 3.62916974806
11.875 12.05 -3.0 -2.85 -1.5 -1.4 4.48102601398
11.875 12.05 -3.0 -2.85 -1.4 -1.3 5.39936912393
11.875 12.05 -3.0 -2.85 -1.3 -1.2 6.49779211559
11.875 12.05 -3.0 -2.85 -1.2 -1.1 7.78535827507
11.875 12.05 -3.0 -2.85 -1.1 -1.0 9.33962557136
11.875 12.05 -3.0 -2.85 -1.0 -0.9 11.9112970071
11.875 12.05 -3.0 -2.85 -0.9 -0.8 15.1181193383
11.875 12.05 -3.0 -2.85 -0.8 -0.7 15.9506691927
11.875 12.05 -3.0 -2.85 -0.7 -0.6 13.9511821686
11.875 12.05 -3.0 -2.85 -0.6 -0.5 20.7793608381
11.875 12.05 -2.85 -2.7 -2.5 -2.4 0.925793062641
11.875 12.05 -2.85 -2.7 -2.4 -2.3 1.06890233546
11.875 12.05 -2.85 -2.7 -2.3 -2.2 1.21492835536
11.875 12.05 -2.85 -2.7 -2.2 -2.1 1.34520786484
11.875 12.05 -2.85 -2.7 -2.1 -2.0 1.60233728976
11.875 12.05 -2.85 -2.7 -2.0 -1.9 1.87668791
11.875 12.05 -2.85 -2.7 -1.9 -1.8 2.1830206062
11.875 12.05 -2.85 -2.7 -1.8 -1.7 2.56244561257
11.875 12.05 -2.85 -2.7 -1.7 -1.6 3.06822340839
11.875 12.05 -2.85 -2.7 -1.6 -1.5 3.56852397454
11.875 12.05 -2.85 -2.7 -1.5 -1.4 4.44883744787
11.875 12.05 -2.85 -2.7 -1.4 -1.3 5.37599304652
11.875 12.05 -2.85 -2.7 -1.3 -1.2 6.42649953866
11.875 12.05 -2.85 -2.7 -1.2 -1.1 7.99882361853
11.875 12.05 -2.85 -2.7 -1.1 -1.0 9.7165583973
11.875 12.05 -2.85 -2.7 -1.0 -0.9 11.1861358255
11.875 12.05 -2.85 -2.7 -0.9 -0.8 13.6097069417
11.875 12.05 -2.85 -2.7 -0.8 -0.7 15.7744720702
11.875 12.05 -2.85 -2.7 -0.7 -0.6 18.5279229989
11.875 12.05 -2.85 -2.7 -0.6 -0.5 19.0428970379
11.875 12.05 -2.7 -2.55 -2.5 -2.4 0.988623356548
11.875 12.05 -2.7 -2.55 -2.4 -2.3 1.10594016791
11.875 12.05 -2.7 -2.55 -2.3 -2.2 1.23760093896
11.875 12.05 -2.7 -2.55 -2.2 -2.1 1.359469096
11.875 12.05 -2.7 -2.55 -2.1 -2.0 1.60572302018
11.875 12.05 -2.7 -2.55 -2.0 -1.9 1.87504148358
11.875 12.05 -2.7 -2.55 -1.9 -1.8 2.18652008473
11.875 12.05 -2.7 -2.55 -1.8 -1.7 2.56081389604
11.875 12.05 -2.7 -2.55 -1.7 -1.6 3.04556453189
11.875 12.05 -2.7 -2.55 -1.6 -1.5 3.68986148281
11.875 12.05 -2.7 -2.55 -1.5 -1.4 4.283140252
11.875 12.05 -2.7 -2.55 -1.4 -1.3 5.38773063565
11.875 12.05 -2.7 -2.55 -1.3 -1.2 6.38981788987
11.875 12.05 -2.7 -2.55 -1.2 -1.1 7.86922858042
11.875 12.05 -2.7 -2.55 -1.1 -1.0 9.7418469142
11.875 12.05 -2.7 -2.55 -1.0 -0.9 11.6546403398
11.875 12.05 -2.7 -2.55 -0.9 -0.8 13.2546156548
11.875 12.05 -2.7 -2.55 -0.8 -0.7 15.2377695729
11.875 12.05 -2.7 -2.55 -0.7 -0.6 18.5382060636
11.875 12.05 -2.7 -2.55 -0.6 -0.5 20.0513793283
11.875 12.05 -2.55 -2.4 -2.5 -2.4 1.07806730947
11.875 12.05 -2.55 -2.4 -2.4 -2.3 1.16831955954
11.875 12.05 -2.55 -2.4 -2.3 -2.2 1.26831172422
11.875 12.05 -2.55 -2.4 -2.2 -2.1 1.38995861893
11.875 12.05 -2.55 -2.4 -2.1 -2.0 1.61669198242
11.875 12.05 -2.55 -2.4 -2.0 -1.9 1.85975473329
11.875 12.05 -2.55 -2.4 -1.9 -1.8 2.14958911322
11.875 12.05 -2.55 -2.4 -1.8 -1.7 2.53085897446
11.875 12.05 -2.55 -2.4 -1.7 -1.6 2.95850481216
11.875 12.05 -2.55 -2.4 -1.6 -1.5 3.52871624179
11.875 12.05 -2.55 -2.4 -1.5 -1.4 4.31166402523
11.875 12.05 -2.55 -2.4 -1.4 -1.3 5.16482423889
11.875 12.05 -2.55 -2.4 -1.3 -1.2 6.36967970471
11.875 12.05 -2.55 -2.4 -1.2 -1.1 7.63030361232
11.875 12.05 -2.55 -2.4 -1.1 -1.0 9.40915280832
11.875 12.05 -2.55 -2.4 -1.0 -0.9 11.3982496096
11.875 12.05 -2.55 -2.4 -0.9 -0.8 13.1792880083
11.875 12.05 -2.55 -2.4 -0.8 -0.7 16.3375146072
11.875 12.05 -2.55 -2.4 -0.7 -0.6 18.7712641683
11.875 12.05 -2.55 -2.4 -0.6 -0.5 21.5910019403
11.875 12.05 -2.4 -2.25 -2.5 -2.4 1.29374286975
11.875 12.05 -2.4 -2.25 -2.4 -2.3 1.33529488286
11.875 12.05 -2.4 -2.25 -2.3 -2.2 1.38792900059
11.875 12.05 -2.4 -2.25 -2.2 -2.1 1.51982226794
11.875 12.05 -2.4 -2.25 -2.1 -2.0 1.6856788155
11.875 12.05 -2.4 -2.25 -2.0 -1.9 1.90232521108
11.875 12.05 -2.4 -2.25 -1.9 -1.8 2.14756213404
11.875 12.05 -2.4 -2.25 -1.8 -1.7 2.50512223662
11.875 12.05 -2.4 -2.25 -1.7 -1.6 2.91963446549
11.875 12.05 -2.4 -2.25 -1.6 -1.5 3.46492629857
11.875 12.05 -2.4 -2.25 -1.5 -1.4 4.27430174428
11.875 12.05 -2.4 -2.25 -1.4 -1.3 5.18295508443
11.875 12.05 -2.4 -2.25 -1.3 -1.2 6.46049097974
11.875 12.05 -2.4 -2.25 -1.2 -1.1 7.70058399764
11.875 12.05 -2.4 -2.25 -1.1 -1.0 9.26521892618
11.875 12.05 -2.4 -2.25 -1.0 -0.9 11.6041026631
11.875 12.05 -2.4 -2.25 -0.9 -0.8 13.3754963478
11.875 12.05 -2.4 -2.25 -0.8 -0.7 15.4210902944
11.875 12.05 -2.4 -2.25 -0.7 -0.6 20.9627123825
11.875 12.05 -2.4 -2.25 -0.6 -0.5 23.8308510664
11.875 12.05 -2.25 -2.1 -2.5 -2.4 1.62012256847
11.875 12.05 -2.25 -2.1 -2.4 -2.3 1.64374080235
11.875 12.05 -2.25 -2.1 -2.3 -2.2 1.70893850231
11.875 12.05 -2.25 -2.1 -2.2 -2.1 1.75362434364
11.875 12.05 -2.25 -2.1 -2.1 -2.0 1.86021239154
11.875 12.05 -2.25 -2.1 -2.0 -1.9 2.02169508057
11.875 12.05 -2.25 -2.1 -1.9 -1.8 2.2270593737
11.875 12.05 -2.25 -2.1 -1.8 -1.7 2.51934760075
11.875 12.05 -2.25 -2.1 -1.7 -1.6 2.88136288969
11.875 12.05 -2.25 -2.1 -1.6 -1.5 3.35171849273
11.875 12.05 -2.25 -2.1 -1.5 -1.4 4.13503947161
11.875 12.05 -2.25 -2.1 -1.4 -1.3 5.0901646378
11.875 12.05 -2.25 -2.1 -1.3 -1.2 6.1456670468
11.875 12.05 -2.25 -2.1 -1.2 -1.1 7.64755577828
11.875 12.05 -2.25 -2.1 -1.1 -1.0 9.46101718887
11.875 12.05 -2.25 -2.1 -1.0 -0.9 11.069225478
11.875 12.05 -2.25 -2.1 -0.9 -0.8 13.1777813853
11.875 12.05 -2.25 -2.1 -0.8 -0.7 15.478007659
11.875 12.05 -2.25 -2.1 -0.7 -0.6 18.2279422502
11.875 12.05 -2.25 -2.1 -0.6 -0.5 21.8089688826
11.875 12.05 -2.1 -1.95 -2.5 -2.4 2.06996016283
11.875 12.05 -2.1 -1.95 -2.4 -2.3 2.07580330692
11.875 12.05 -2.1 -1.95 -2.3 -2.2 2.2999810277
11.875 12.05 -2.1 -1.95 -2.2 -2.1 2.26649689398
11.875 12.05 -2.1 -1.95 -2.1 -2.0 2.28382040137
11.875 12.05 -2.1 -1.95 -2.0 -1.9 2.35979697629
11.875 12.05 -2.1 -1.95 -1.9 -1.8 2.49043179504
11.875 12.05 -2.1 -1.95 -1.8 -1.7 2.6822869168
11.875 12.05 -2.1 -1.95 -1.7 -1.6 2.96479397287
11.875 12.05 -2.1 -1.95 -1.6 -1.5 3.34852769871
11.875 12.05 -2.1 -1.95 -1.5 -1.4 4.04821687803
11.875 12.05 -2.1 -1.95 -1.4 -1.3 4.91146911936
11.875 12.05 -2.1 -1.95 -1.3 -1.2 6.06955280473
11.875 12.05 -2.1 -1.95 -1.2 -1.1 7.50493392579
11.875 12.05 -2.1 -1.95 -1.1 -1.0 9.17693944614
11.875 12.05 -2.1 -1.95 -1.0 -0.9 10.7870288155
11.875 12.05 -2.1 -1.95 -0.9 -0.8 13.3178408823
11.875 12.05 -2.1 -1.95 -0.8 -0.7 15.9049192984
11.875 12.05 -2.1 -1.95 -0.7 -0.6 17.7799669161
11.875 12.05 -2.1 -1.95 -0.6 -0.5 24.6905951032
11.875 12.05 -1.95 -1.8 -2.5 -2.4 2.60772102705
11.875 12.05 -1.95 -1.8 -2.4 -2.3 2.51795132001
11.875 12.05 -1.95 -1.8 -2.3 -2.2 2.88070512245
11.875 12.05 -1.95 -1.8 -2.2 -2.1 2.90709497687
11.875 12.05 -1.95 -1.8 -2.1 -2.0 2.96288079212
11.875 12.05 -1.95 -1.8 -2.0 -1.9 2.96762911073
11.875 12.05 -1.95 -1.8 -1.9 -1.8 3.01123344052
11.875 12.05 -1.95 -1.8 -1.8 -1.7 3.10475192465
11.875 12.05 -1.95 -1.8 -1.7 -1.6 3.28801011492
11.875 12.05 -1.95 -1.8 -1.6 -1.5 3.51350911379
11.875 12.05 -1.95 -1.8 -1.5 -1.4 4.03753821073
11.875 12.05 -1.95 -1.8 -1.4 -1.3 4.7747743274
11.875 12.05 -1.95 -1.8 -1.3 -1.2 5.94326998311
11.875 12.05 -1.95 -1.8 -1.2 -1.1 7.29828139648
11.875 12.05 -1.95 -1.8 -1.1 -1.0 8.93452634409
11.875 12.05 -1.95 -1.8 -1.0 -0.9 10.999489583
11.875 12.05 -1.95 -1.8 -0.9 -0.8 12.7629864801
11.875 12.05 -1.95 -1.8 -0.8 -0.7 15.5819977029
11.875 12.05 -1.95 -1.8 -0.7 -0.6 17.3953995553
11.875 12.05 -1.95 -1.8 -0.6 -0.5 19.7669478207
11.875 12.05 -1.8 -1.65 -2.5 -2.4 3.23892025365
11.875 12.05 -1.8 -1.65 -2.4 -2.3 3.19084416895
11.875 12.05 -1.8 -1.65 -2.3 -2.2 3.66335818514
11.875 12.05 -1.8 -1.65 -2.2 -2.1 3.76237015527
11.875 12.05 -1.8 -1.65 -2.1 -2.0 3.72815754365
11.875 12.05 -1.8 -1.65 -2.0 -1.9 3.76353123137
11.875 12.05 -1.8 -1.65 -1.9 -1.8 3.89171336226
11.875 12.05 -1.8 -1.65 -1.8 -1.7 3.95021386609
11.875 12.05 -1.8 -1.65 -1.7 -1.6 4.0417375775
11.875 12.05 -1.8 -1.65 -1.6 -1.5 4.09670887564
11.875 12.05 -1.8 -1.65 -1.5 -1.4 4.37679618811
11.875 12.05 -1.8 -1.65 -1.4 -1.3 4.89392799812
11.875 12.05 -1.8 -1.65 -1.3 -1.2 5.77028778438
11.875 12.05 -1.8 -1.65 -1.2 -1.1 7.12376760656
11.875 12.05 -1.8 -1.65 -1.1 -1.0 8.70539669191
11.875 12.05 -1.8 -1.65 -1.0 -0.9 10.5573353614
11.875 12.05 -1.8 -1.65 -0.9 -0.8 12.8395497486
11.875 12.05 -1.8 -1.65 -0.8 -0.7 15.3763625728
11.875 12.05 -1.8 -1.65 -0.7 -0.6 17.7917297824
11.875 12.05 -1.8 -1.65 -0.6 -0.5 19.9699500468
11.875 12.05 -1.65 -1.5 -2.5 -2.4 4.01556725646
11.875 12.05 -1.65 -1.5 -2.4 -2.3 4.00724850946
11.875 12.05 -1.65 -1.5 -2.3 -2.2 4.92543087096
11.875 12.05 -1.65 -1.5 -2.2 -2.1 4.69605730591
11.875 12.05 -1.65 -1.5 -2.1 -2.0 4.76524334554
11.875 12.05 -1.65 -1.5 -2.0 -1.9 4.73385081446
11.875 12.05 -1.65 -1.5 -1.9 -1.8 4.85122004299
11.875 12.05 -1.65 -1.5 -1.8 -1.7 5.08043731448
11.875 12.05 -1.65 -1.5 -1.7 -1.6 5.20169626167
11.875 12.05 -1.65 -1.5 -1.6 -1.5 5.30075518968
11.875 12.05 -1.65 -1.5 -1.5 -1.4 5.35025858596
11.875 12.05 -1.65 -1.5 -1.4 -1.3 5.59015234316
11.875 12.05 -1.65 -1.5 -1.3 -1.2 6.08464286452
11.875 12.05 -1.65 -1.5 -1.2 -1.1 6.95348212729
11.875 12.05 -1.65 -1.5 -1.1 -1.0 8.41417537101
11.875 12.05 -1.65 -1.5 -1.0 -0.9 10.1897284103
11.875 12.05 -1.65 -1.5 -0.9 -0.8 12.345787528
11.875 12.05 -1.65 -1.5 -0.8 -0.7 14.9614674283
11.875 12.05 -1.65 -1.5 -0.7 -0.6 17.249967348
11.875 12.05 -1.65 -1.5 -0.6 -0.5 21.3265385648
11.875 12.05 -1.5 -1.35 -2.5 -2.4 4.82136489745
11.875 12.05 -1.5 -1.35 -2.4 -2.3 4.69177416976
11.875 12.05 -1.5 -1.35 -2.3 -2.2 5.73030912698
11.875 12.05 -1.5 -1.35 -2.2 -2.1 5.7538919602
11.875 12.05 -1.5 -1.35 -2.1 -2.0 5.79729034024
11.875 12.05 -1.5 -1.35 -2.0 -1.9 5.95920209055
11.875 12.05 -1.5 -1.35 -1.9 -1.8 6.10367650574
11.875 12.05 -1.5 -1.35 -1.8 -1.7 6.47958824983
11.875 12.05 -1.5 -1.35 -1.7 -1.6 6.56301171967
11.875 12.05 -1.5 -1.35 -1.6 -1.5 6.91447149278
11.875 12.05 -1.5 -1.35 -1.5 -1.4 7.01359404514
11.875 12.05 -1.5 -1.35 -1.4 -1.3 7.09308347271
11.875 12.05 -1.5 -1.35 -1.3 -1.2 7.18066990239
11.875 12.05 -1.5 -1.35 -1.2 -1.1 7.68340336528
11.875 12.05 -1.5 -1.35 -1.1 -1.0 8.62836138391
11.875 12.05 -1.5 -1.35 -1.0 -0.9 10.1275374354
11.875 12.05 -1.5 -1.35 -0.9 -0.8 11.7905970105
11.875 12.05 -1.5 -1.35 -0.8 -0.7 14.9260318958
11.875 12.05 -1.5 -1.35 -0.7 -0.6 17.5960619078
11.875 12.05 -1.5 -1.35 -0.6 -0.5 19.6502626285
11.875 12.05 -1.35 -1.2 -2.5 -2.4 5.91940250769
11.875 12.05 -1.35 -1.2 -2.4 -2.3 5.9057686957
11.875 12.05 -1.35 -1.2 -2.3 -2.2 7.12687673762
11.875 12.05 -1.35 -1.2 -2.2 -2.1 6.7969366717
11.875 12.05 -1.35 -1.2 -2.1 -2.0 7.12731265046
11.875 12.05 -1.35 -1.2 -2.0 -1.9 7.5272628725
11.875 12.05 -1.35 -1.2 -1.9 -1.8 7.71873465441
11.875 12.05 -1.35 -1.2 -1.8 -1.7 8.19311529136
11.875 12.05 -1.35 -1.2 -1.7 -1.6 8.49357059889
11.875 12.05 -1.35 -1.2 -1.6 -1.5 8.94523660854
11.875 12.05 -1.35 -1.2 -1.5 -1.4 9.05707961908
11.875 12.05 -1.35 -1.2 -1.4 -1.3 9.10229346001
11.875 12.05 -1.35 -1.2 -1.3 -1.2 9.27779146916
11.875 12.05 -1.35 -1.2 -1.2 -1.1 9.58345588215
11.875 12.05 -1.35 -1.2 -1.1 -1.0 9.96977597626
11.875 12.05 -1.35 -1.2 -1.0 -0.9 10.8931688951
11.875 12.05 -1.35 -1.2 -0.9 -0.8 12.2724341382
11.875 12.05 -1.35 -1.2 -0.8 -0.7 14.5269374655
11.875 12.05 -1.35 -1.2 -0.7 -0.6 17.565392928
11.875 12.05 -1.35 -1.2 -0.6 -0.5 20.2040947916
11.875 12.05 -1.2 -1.05 -2.5 -2.4 7.0706009468
11.875 12.05 -1.2 -1.05 -2.4 -2.3 7.7643365179
11.875 12.05 -1.2 -1.05 -2.3 -2.2 8.6952555161
11.875 12.05 -1.2 -1.05 -2.2 -2.1 8.4981018478
11.875 12.05 -1.2 -1.05 -2.1 -2.0 9.07196638998
11.875 12.05 -1.2 -1.05 -2.0 -1.9 9.02414118424
11.875 12.05 -1.2 -1.05 -1.9 -1.8 9.65886083684
11.875 12.05 -1.2 -1.05 -1.8 -1.7 10.2211112724
11.875 12.05 -1.2 -1.05 -1.7 -1.6 10.7865559966
11.875 12.05 -1.2 -1.05 -1.6 -1.5 11.6764461954
11.875 12.05 -1.2 -1.05 -1.5 -1.4 11.8127405871
11.875 12.05 -1.2 -1.05 -1.4 -1.3 11.865144982
11.875 12.05 -1.2 -1.05 -1.3 -1.2 12.1459093804
11.875 12.05 -1.2 -1.05 -1.2 -1.1 12.4497562524
11.875 12.05 -1.2 -1.05 -1.1 -1.0 12.8731843769
11.875 12.05 -1.2 -1.05 -1.0 -0.9 13.1174126468
11.875 12.05 -1.2 -1.05 -0.9 -0.8 14.026639282
11.875 12.05 -1.2 -1.05 -0.8 -0.7 15.5949824192
11.875 12.05 -1.2 -1.05 -0.7 -0.6 17.1166624875
11.875 12.05 -1.2 -1.05 -0.6 -0.5 22.0082524193
11.875 12.05 -1.05 -0.9 -2.5 -2.4 8.94283854186
11.875 12.05 -1.05 -0.9 -2.4 -2.3 8.88252998077
11.875 12.05 -1.05 -0.9 -2.3 -2.2 9.98327143495
11.875 12.05 -1.05 -0.9 -2.2 -2.1 10.2139080054
11.875 12.05 -1.05 -0.9 -2.1 -2.0 10.9898196133
11.875 12.05 -1.05 -0.9 -2.0 -1.9 10.9079398786
11.875 12.05 -1.05 -0.9 -1.9 -1.8 11.4853918261
11.875 12.05 -1.05 -0.9 -1.8 -1.7 12.6611682408
11.875 12.05 -1.05 -0.9 -1.7 -1.6 13.1174099178
11.875 12.05 -1.05 -0.9 -1.6 -1.5 14.6498276007
11.875 12.05 -1.05 -0.9 -1.5 -1.4 14.8512478663
11.875 12.05 -1.05 -0.9 -1.4 -1.3 15.5554676295
11.875 12.05 -1.05 -0.9 -1.3 -1.2 15.5263528698
11.875 12.05 -1.05 -0.9 -1.2 -1.1 16.2233651861
11.875 12.05 -1.05 -0.9 -1.1 -1.0 16.7811757499
11.875 12.05 -1.05 -0.9 -1.0 -0.9 17.2723519751
11.875 12.05 -1.05 -0.9 -0.9 -0.8 17.698606572
11.875 12.05 -1.05 -0.9 -0.8 -0.7 18.7093357572
11.875 12.05 -1.05 -0.9 -0.7 -0.6 20.0034797198
11.875 12.05 -1.05 -0.9 -0.6 -0.5 22.5640082191
11.875 12.05 -0.9 -0.75 -2.5 -2.4 11.0861503466
11.875 12.05 -0.9 -0.75 -2.4 -2.3 12.7021699905
11.875 12.05 -0.9 -0.75 -2.3 -2.2 13.0837304979
11.875 12.05 -0.9 -0.75 -2.2 -2.1 12.868313279
11.875 12.05 -0.9 -0.75 -2.1 -2.0 13.5802038611
11.875 12.05 -0.9 -0.75 -2.0 -1.9 13.2253983672
11.875 12.05 -0.9 -0.75 -1.9 -1.8 14.5388893066
11.875 12.05 -0.9 -0.75 -1.8 -1.7 15.558333477
11.875 12.05 -0.9 -0.75 -1.7 -1.6 16.5375167574
11.875 12.05 -0.9 -0.75 -1.6 -1.5 17.9389398036
11.875 12.05 -0.9 -0.75 -1.5 -1.4 18.4350958263
11.875 12.05 -0.9 -0.75 -1.4 -1.3 19.370157457
11.875 12.05 -0.9 -0.75 -1.3 -1.2 19.7669857468
11.875 12.05 -0.9 -0.75 -1.2 -1.1 21.3280653335
11.875 12.05 -0.9 -0.75 -1.1 -1.0 22.2086716713
11.875 12.05 -0.9 -0.75 -1.0 -0.9 22.6681777442
11.875 12.05 -0.9 -0.75 -0.9 -0.8 22.8762797282
11.875 12.05 -0.9 -0.75 -0.8 -0.7 23.7825475083
11.875 12.05 -0.9 -0.75 -0.7 -0.6 24.9962419326
11.875 12.05 -0.9 -0.75 -0.6 -0.5 27.2774668909
11.875 12.05 -0.75 -0.6 -2.5 -2.4 11.9412356469
11.875 12.05 -0.75 -0.6 -2.4 -2.3 16.6584258256
11.875 12.05 -0.75 -0.6 -2.3 -2.2 16.0611416958
11.875 12.05 -0.75 -0.6 -2.2 -2.1 16.1332537167
