#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Dir
13.625 13.8 -1.8 -1.65 -1.9 -1.8 35.1309113766
13.625 13.8 -1.8 -1.65 -1.8 -1.7 41.1131465125
13.625 13.8 -1.8 -1.65 -1.7 -1.6 45.5633106848
13.625 13.8 -1.8 -1.65 -1.6 -1.5 48.890280959
13.625 13.8 -1.8 -1.65 -1.5 -1.4 51.0020460419
13.625 13.8 -1.8 -1.65 -1.4 -1.3 57.4914098956
13.625 13.8 -1.8 -1.65 -1.3 -1.2 60.7990489207
13.625 13.8 -1.8 -1.65 -1.2 -1.1 65.0489254961
13.625 13.8 -1.8 -1.65 -1.1 -1.0 67.7925881231
13.625 13.8 -1.8 -1.65 -1.0 -0.9 77.4212782675
13.625 13.8 -1.8 -1.65 -0.9 -0.8 89.7442334522
13.625 13.8 -1.8 -1.65 -0.8 -0.7 129.520690586
13.625 13.8 -1.8 -1.65 -0.7 -0.6 160.345291413
13.625 13.8 -1.8 -1.65 -0.6 -0.5 -99.0
13.625 13.8 -1.65 -1.5 -2.5 -2.4 20.1506130714
13.625 13.8 -1.65 -1.5 -2.4 -2.3 13.2457113016
13.625 13.8 -1.65 -1.5 -2.3 -2.2 28.0282009332
13.625 13.8 -1.65 -1.5 -2.2 -2.1 18.7834670627
13.625 13.8 -1.65 -1.5 -2.1 -2.0 20.3559324501
13.625 13.8 -1.65 -1.5 -2.0 -1.9 25.2738277564
13.625 13.8 -1.65 -1.5 -1.9 -1.8 28.4759368332
13.625 13.8 -1.65 -1.5 -1.8 -1.7 38.0604604317
13.625 13.8 -1.65 -1.5 -1.7 -1.6 42.4952886624
13.625 13.8 -1.65 -1.5 -1.6 -1.5 49.1955424243
13.625 13.8 -1.65 -1.5 -1.5 -1.4 52.7235293078
13.625 13.8 -1.65 -1.5 -1.4 -1.3 57.2239639484
13.625 13.8 -1.65 -1.5 -1.3 -1.2 58.5118248634
13.625 13.8 -1.65 -1.5 -1.2 -1.1 68.8009154856
13.625 13.8 -1.65 -1.5 -1.1 -1.0 74.5955860266
13.625 13.8 -1.65 -1.5 -1.0 -0.9 83.0240312351
13.625 13.8 -1.65 -1.5 -0.9 -0.8 84.8474877384
13.625 13.8 -1.65 -1.5 -0.8 -0.7 116.624049012
13.625 13.8 -1.65 -1.5 -0.7 -0.6 168.33335311
13.625 13.8 -1.65 -1.5 -0.6 -0.5 -99.0
13.625 13.8 -1.5 -1.35 -2.5 -2.4 47.0951704283
13.625 13.8 -1.5 -1.35 -2.4 -2.3 12.7331289983
13.625 13.8 -1.5 -1.35 -2.3 -2.2 25.1772207592
13.625 13.8 -1.5 -1.35 -2.2 -2.1 14.4004136363
13.625 13.8 -1.5 -1.35 -2.1 -2.0 17.579970531
13.625 13.8 -1.5 -1.35 -2.0 -1.9 24.149647142
13.625 13.8 -1.5 -1.35 -1.9 -1.8 23.8077738009
13.625 13.8 -1.5 -1.35 -1.8 -1.7 30.0215113324
13.625 13.8 -1.5 -1.35 -1.7 -1.6 34.9790135256
13.625 13.8 -1.5 -1.35 -1.6 -1.5 44.9044417408
13.625 13.8 -1.5 -1.35 -1.5 -1.4 53.4098241335
13.625 13.8 -1.5 -1.35 -1.4 -1.3 57.2978977606
13.625 13.8 -1.5 -1.35 -1.3 -1.2 62.226773937
13.625 13.8 -1.5 -1.35 -1.2 -1.1 67.0029177001
13.625 13.8 -1.5 -1.35 -1.1 -1.0 77.3035889987
13.625 13.8 -1.5 -1.35 -1.0 -0.9 72.9698438264
13.625 13.8 -1.5 -1.35 -0.9 -0.8 105.150558892
13.625 13.8 -1.5 -1.35 -0.8 -0.7 106.835963848
13.625 13.8 -1.5 -1.35 -0.7 -0.6 112.444313956
13.625 13.8 -1.5 -1.35 -0.6 -0.5 -99.0
13.625 13.8 -1.35 -1.2 -2.5 -2.4 33.8723641961
13.625 13.8 -1.35 -1.2 -2.4 -2.3 35.1094862409
13.625 13.8 -1.35 -1.2 -2.3 -2.2 23.6632706279
13.625 13.8 -1.35 -1.2 -2.2 -2.1 13.9439756981
13.625 13.8 -1.35 -1.2 -2.1 -2.0 14.5685924659
13.625 13.8 -1.35 -1.2 -2.0 -1.9 17.9107201314
13.625 13.8 -1.35 -1.2 -1.9 -1.8 21.6296748791
13.625 13.8 -1.35 -1.2 -1.8 -1.7 25.5543091091
13.625 13.8 -1.35 -1.2 -1.7 -1.6 29.4045645746
13.625 13.8 -1.35 -1.2 -1.6 -1.5 40.3224751156
13.625 13.8 -1.35 -1.2 -1.5 -1.4 47.0305252472
13.625 13.8 -1.35 -1.2 -1.4 -1.3 51.2536075937
13.625 13.8 -1.35 -1.2 -1.3 -1.2 56.4695594665
13.625 13.8 -1.35 -1.2 -1.2 -1.1 61.9533849521
13.625 13.8 -1.35 -1.2 -1.1 -1.0 69.6549579841
13.625 13.8 -1.35 -1.2 -1.0 -0.9 82.4038101174
13.625 13.8 -1.35 -1.2 -0.9 -0.8 81.8371846562
13.625 13.8 -1.35 -1.2 -0.8 -0.7 110.949235579
13.625 13.8 -1.35 -1.2 -0.7 -0.6 116.122440669
13.625 13.8 -1.35 -1.2 -0.6 -0.5 21.984732268
13.625 13.8 -1.2 -1.05 -2.5 -2.4 96.454782121
13.625 13.8 -1.2 -1.05 -2.4 -2.3 96.3439824413
13.625 13.8 -1.2 -1.05 -2.3 -2.2 14.5993863402
13.625 13.8 -1.2 -1.05 -2.2 -2.1 19.6694859373
13.625 13.8 -1.2 -1.05 -2.1 -2.0 18.8224645511
13.625 13.8 -1.2 -1.05 -2.0 -1.9 22.6401063786
13.625 13.8 -1.2 -1.05 -1.9 -1.8 18.5243378669
13.625 13.8 -1.2 -1.05 -1.8 -1.7 23.4457614652
13.625 13.8 -1.2 -1.05 -1.7 -1.6 27.2921162963
13.625 13.8 -1.2 -1.05 -1.6 -1.5 32.5539998063
13.625 13.8 -1.2 -1.05 -1.5 -1.4 48.6177560744
13.625 13.8 -1.2 -1.05 -1.4 -1.3 47.0150304068
13.625 13.8 -1.2 -1.05 -1.3 -1.2 57.5573144379
13.625 13.8 -1.2 -1.05 -1.2 -1.1 63.7995390717
13.625 13.8 -1.2 -1.05 -1.1 -1.0 66.639527027
13.625 13.8 -1.2 -1.05 -1.0 -0.9 81.9603826614
13.625 13.8 -1.2 -1.05 -0.9 -0.8 87.7689049757
13.625 13.8 -1.2 -1.05 -0.8 -0.7 112.628697358
13.625 13.8 -1.2 -1.05 -0.7 -0.6 90.7685587423
13.625 13.8 -1.2 -1.05 -0.6 -0.5 -99.0
13.625 13.8 -1.05 -0.9 -2.5 -2.4 108.690583194
13.625 13.8 -1.05 -0.9 -2.4 -2.3 85.6652456455
13.625 13.8 -1.05 -0.9 -2.3 -2.2 62.8109919355
13.625 13.8 -1.05 -0.9 -2.2 -2.1 40.4050469826
13.625 13.8 -1.05 -0.9 -2.1 -2.0 23.4843718882
13.625 13.8 -1.05 -0.9 -2.0 -1.9 22.0834350077
13.625 13.8 -1.05 -0.9 -1.9 -1.8 19.7665492642
13.625 13.8 -1.05 -0.9 -1.8 -1.7 22.3164070467
13.625 13.8 -1.05 -0.9 -1.7 -1.6 23.8011741077
13.625 13.8 -1.05 -0.9 -1.6 -1.5 29.2436353368
13.625 13.8 -1.05 -0.9 -1.5 -1.4 33.6618345426
13.625 13.8 -1.05 -0.9 -1.4 -1.3 45.5601473323
13.625 13.8 -1.05 -0.9 -1.3 -1.2 54.274326359
13.625 13.8 -1.05 -0.9 -1.2 -1.1 57.1048106429
13.625 13.8 -1.05 -0.9 -1.1 -1.0 73.3959730076
13.625 13.8 -1.05 -0.9 -1.0 -0.9 77.9778618337
13.625 13.8 -1.05 -0.9 -0.9 -0.8 77.3879331834
13.625 13.8 -1.05 -0.9 -0.8 -0.7 92.555187381
13.625 13.8 -1.05 -0.9 -0.7 -0.6 116.58845849
13.625 13.8 -1.05 -0.9 -0.6 -0.5 132.039600406
13.625 13.8 -0.9 -0.75 -2.5 -2.4 138.453464853
13.625 13.8 -0.9 -0.75 -2.4 -2.3 132.887245442
13.625 13.8 -0.9 -0.75 -2.3 -2.2 34.3118415637
13.625 13.8 -0.9 -0.75 -2.2 -2.1 29.2341236506
13.625 13.8 -0.9 -0.75 -2.1 -2.0 29.7125225995
13.625 13.8 -0.9 -0.75 -2.0 -1.9 22.4846112279
13.625 13.8 -0.9 -0.75 -1.9 -1.8 22.3015070212
13.625 13.8 -0.9 -0.75 -1.8 -1.7 19.5171828311
13.625 13.8 -0.9 -0.75 -1.7 -1.6 23.2117604538
13.625 13.8 -0.9 -0.75 -1.6 -1.5 28.5826764522
13.625 13.8 -0.9 -0.75 -1.5 -1.4 32.220429564
13.625 13.8 -0.9 -0.75 -1.4 -1.3 37.3171940001
13.625 13.8 -0.9 -0.75 -1.3 -1.2 41.3385708073
13.625 13.8 -0.9 -0.75 -1.2 -1.1 56.0011232592
13.625 13.8 -0.9 -0.75 -1.1 -1.0 65.4960301252
13.625 13.8 -0.9 -0.75 -1.0 -0.9 68.3648914698
13.625 13.8 -0.9 -0.75 -0.9 -0.8 80.8197537635
13.625 13.8 -0.9 -0.75 -0.8 -0.7 91.5030529322
13.625 13.8 -0.9 -0.75 -0.7 -0.6 94.4345016801
13.625 13.8 -0.9 -0.75 -0.6 -0.5 126.045744077
13.625 13.8 -0.75 -0.6 -2.5 -2.4 128.203786296
13.625 13.8 -0.75 -0.6 -2.4 -2.3 114.33042643
13.625 13.8 -0.75 -0.6 -2.3 -2.2 56.6352195893
13.625 13.8 -0.75 -0.6 -2.2 -2.1 90.359036297
13.625 13.8 -0.75 -0.6 -2.1 -2.0 41.6931827451
13.625 13.8 -0.75 -0.6 -2.0 -1.9 66.4208950446
13.625 13.8 -0.75 -0.6 -1.9 -1.8 17.1735244779
13.625 13.8 -0.75 -0.6 -1.8 -1.7 32.1744275454
13.625 13.8 -0.75 -0.6 -1.7 -1.6 27.3920805603
13.625 13.8 -0.75 -0.6 -1.6 -1.5 28.2328772676
13.625 13.8 -0.75 -0.6 -1.5 -1.4 26.7470685171
13.625 13.8 -0.75 -0.6 -1.4 -1.3 30.7664709856
13.625 13.8 -0.75 -0.6 -1.3 -1.2 41.3217897008
13.625 13.8 -0.75 -0.6 -1.2 -1.1 49.3139643686
13.625 13.8 -0.75 -0.6 -1.1 -1.0 58.8046028835
13.625 13.8 -0.75 -0.6 -1.0 -0.9 60.3499140714
13.625 13.8 -0.75 -0.6 -0.9 -0.8 75.6867021821
13.625 13.8 -0.75 -0.6 -0.8 -0.7 83.9970938874
13.625 13.8 -0.75 -0.6 -0.7 -0.6 103.242870008
13.625 13.8 -0.75 -0.6 -0.6 -0.5 87.4556690826
13.625 13.8 -0.6 -0.45 -2.5 -2.4 116.918074917
13.625 13.8 -0.6 -0.45 -2.4 -2.3 89.1663433146
13.625 13.8 -0.6 -0.45 -2.3 -2.2 -99.0
13.625 13.8 -0.6 -0.45 -2.2 -2.1 114.650922204
13.625 13.8 -0.6 -0.45 -2.1 -2.0 97.4651505536
13.625 13.8 -0.6 -0.45 -2.0 -1.9 85.5694741015
13.625 13.8 -0.6 -0.45 -1.9 -1.8 74.1411257906
13.625 13.8 -0.6 -0.45 -1.8 -1.7 30.1644682874
13.625 13.8 -0.6 -0.45 -1.7 -1.6 64.3193829839
13.625 13.8 -0.6 -0.45 -1.6 -1.5 27.1752492402
13.625 13.8 -0.6 -0.45 -1.5 -1.4 24.1705283209
13.625 13.8 -0.6 -0.45 -1.4 -1.3 21.2561573218
13.625 13.8 -0.6 -0.45 -1.3 -1.2 34.8728688288
13.625 13.8 -0.6 -0.45 -1.2 -1.1 41.2413811269
13.625 13.8 -0.6 -0.45 -1.1 -1.0 46.7754258899
13.625 13.8 -0.6 -0.45 -1.0 -0.9 67.8474823762
13.625 13.8 -0.6 -0.45 -0.9 -0.8 62.9895077882
13.625 13.8 -0.6 -0.45 -0.8 -0.7 69.8733961421
13.625 13.8 -0.6 -0.45 -0.7 -0.6 85.1271844905
13.625 13.8 -0.6 -0.45 -0.6 -0.5 92.8462427399
13.625 13.8 -0.45 -0.3 -2.5 -2.4 119.863532781
13.625 13.8 -0.45 -0.3 -2.4 -2.3 96.5379472271
13.625 13.8 -0.45 -0.3 -2.3 -2.2 -99.0
13.625 13.8 -0.45 -0.3 -2.2 -2.1 101.399348646
13.625 13.8 -0.45 -0.3 -2.1 -2.0 136.214145776
13.625 13.8 -0.45 -0.3 -2.0 -1.9 98.5825255115
13.625 13.8 -0.45 -0.3 -1.9 -1.8 96.5659472153
13.625 13.8 -0.45 -0.3 -1.8 -1.7 88.4081590154
13.625 13.8 -0.45 -0.3 -1.7 -1.6 95.9548281612
13.625 13.8 -0.45 -0.3 -1.6 -1.5 70.0520348135
13.625 13.8 -0.45 -0.3 -1.5 -1.4 54.6070493799
13.625 13.8 -0.45 -0.3 -1.4 -1.3 46.7360065178
13.625 13.8 -0.45 -0.3 -1.3 -1.2 51.4389600409
13.625 13.8 -0.45 -0.3 -1.2 -1.1 51.6905197102
13.625 13.8 -0.45 -0.3 -1.1 -1.0 51.2107721275
13.625 13.8 -0.45 -0.3 -1.0 -0.9 49.5766408493
13.625 13.8 -0.45 -0.3 -0.9 -0.8 55.8888342511
13.625 13.8 -0.45 -0.3 -0.8 -0.7 81.3969701115
13.625 13.8 -0.45 -0.3 -0.7 -0.6 75.1651159042
13.625 13.8 -0.45 -0.3 -0.6 -0.5 79.7990559871
13.625 13.8 -0.3 -0.15 -2.5 -2.4 152.26251393
13.625 13.8 -0.3 -0.15 -2.4 -2.3 131.720012469
13.625 13.8 -0.3 -0.15 -2.3 -2.2 -99.0
13.625 13.8 -0.3 -0.15 -2.2 -2.1 109.163145873
13.625 13.8 -0.3 -0.15 -2.1 -2.0 135.702092991
13.625 13.8 -0.3 -0.15 -2.0 -1.9 137.452546415
13.625 13.8 -0.3 -0.15 -1.9 -1.8 74.9769833257
13.625 13.8 -0.3 -0.15 -1.8 -1.7 49.173733453
13.625 13.8 -0.3 -0.15 -1.7 -1.6 65.212993957
13.625 13.8 -0.3 -0.15 -1.6 -1.5 90.8748375088
13.625 13.8 -0.3 -0.15 -1.5 -1.4 62.6922098153
13.625 13.8 -0.3 -0.15 -1.4 -1.3 128.452430741
13.625 13.8 -0.3 -0.15 -1.3 -1.2 49.4238379329
13.625 13.8 -0.3 -0.15 -1.2 -1.1 33.2718290317
13.625 13.8 -0.3 -0.15 -1.1 -1.0 63.0769867273
13.625 13.8 -0.3 -0.15 -1.0 -0.9 73.6981429184
13.625 13.8 -0.3 -0.15 -0.9 -0.8 79.4210230612
13.625 13.8 -0.3 -0.15 -0.8 -0.7 70.7987531781
13.625 13.8 -0.3 -0.15 -0.7 -0.6 65.6045575075
13.625 13.8 -0.3 -0.15 -0.6 -0.5 55.1734907719
13.625 13.8 -0.15 0.0 -2.5 -2.4 130.955304301
13.625 13.8 -0.15 0.0 -2.4 -2.3 165.522734768
13.625 13.8 -0.15 0.0 -2.3 -2.2 176.19641155
13.625 13.8 -0.15 0.0 -2.2 -2.1 152.62242152
13.625 13.8 -0.15 0.0 -2.1 -2.0 84.1295254812
13.625 13.8 -0.15 0.0 -2.0 -1.9 79.841686346
13.625 13.8 -0.15 0.0 -1.9 -1.8 77.4064813048
13.625 13.8 -0.15 0.0 -1.8 -1.7 67.7624297443
13.625 13.8 -0.15 0.0 -1.7 -1.6 87.5949383281
13.625 13.8 -0.15 0.0 -1.6 -1.5 104.802744905
13.625 13.8 -0.15 0.0 -1.5 -1.4 129.726815651
13.625 13.8 -0.15 0.0 -1.4 -1.3 141.281162721
13.625 13.8 -0.15 0.0 -1.3 -1.2 88.1947724696
13.625 13.8 -0.15 0.0 -1.2 -1.1 40.6008445749
13.625 13.8 -0.15 0.0 -1.1 -1.0 21.6130801572
13.625 13.8 -0.15 0.0 -1.0 -0.9 65.9022933716
13.625 13.8 -0.15 0.0 -0.9 -0.8 63.6292679654
13.625 13.8 -0.15 0.0 -0.8 -0.7 97.7421123264
13.625 13.8 -0.15 0.0 -0.7 -0.6 86.5668334287
13.625 13.8 -0.15 0.0 -0.6 -0.5 101.390523336
13.8 13.975 -3.0 -2.85 -2.5 -2.4 28.5436141662
13.8 13.975 -3.0 -2.85 -2.4 -2.3 30.0328422529
13.8 13.975 -3.0 -2.85 -2.3 -2.2 24.932015381
13.8 13.975 -3.0 -2.85 -2.2 -2.1 28.2274907776
13.8 13.975 -3.0 -2.85 -2.1 -2.0 40.3826985761
13.8 13.975 -3.0 -2.85 -2.0 -1.9 34.2624004945
13.8 13.975 -3.0 -2.85 -1.9 -1.8 37.8583980113
13.8 13.975 -3.0 -2.85 -1.8 -1.7 36.1697258875
13.8 13.975 -3.0 -2.85 -1.7 -1.6 43.0394832696
13.8 13.975 -3.0 -2.85 -1.6 -1.5 48.670521543
13.8 13.975 -3.0 -2.85 -1.5 -1.4 63.023701293
13.8 13.975 -3.0 -2.85 -1.4 -1.3 50.9108282847
13.8 13.975 -3.0 -2.85 -1.3 -1.2 63.3514314696
13.8 13.975 -3.0 -2.85 -1.2 -1.1 40.1387689954
13.8 13.975 -3.0 -2.85 -1.1 -1.0 73.5076824547
13.8 13.975 -3.0 -2.85 -1.0 -0.9 108.042894395
13.8 13.975 -3.0 -2.85 -0.9 -0.8 133.231896791
13.8 13.975 -3.0 -2.85 -0.8 -0.7 28.888437523
13.8 13.975 -3.0 -2.85 -0.7 -0.6 -99.0
13.8 13.975 -3.0 -2.85 -0.6 -0.5 -99.0
13.8 13.975 -2.85 -2.7 -2.5 -2.4 26.8859000378
13.8 13.975 -2.85 -2.7 -2.4 -2.3 31.2110313717
13.8 13.975 -2.85 -2.7 -2.3 -2.2 29.470770944
13.8 13.975 -2.85 -2.7 -2.2 -2.1 31.959577711
13.8 13.975 -2.85 -2.7 -2.1 -2.0 36.015106258
13.8 13.975 -2.85 -2.7 -2.0 -1.9 34.613973208
13.8 13.975 -2.85 -2.7 -1.9 -1.8 41.871247522
13.8 13.975 -2.85 -2.7 -1.8 -1.7 42.5203241506
13.8 13.975 -2.85 -2.7 -1.7 -1.6 46.1868659119
13.8 13.975 -2.85 -2.7 -1.6 -1.5 49.5674321712
13.8 13.975 -2.85 -2.7 -1.5 -1.4 52.9546863675
13.8 13.975 -2.85 -2.7 -1.4 -1.3 48.4598835111
13.8 13.975 -2.85 -2.7 -1.3 -1.2 38.5239566984
13.8 13.975 -2.85 -2.7 -1.2 -1.1 49.582276556
13.8 13.975 -2.85 -2.7 -1.1 -1.0 41.3782562998
13.8 13.975 -2.85 -2.7 -1.0 -0.9 78.7116723235
13.8 13.975 -2.85 -2.7 -0.9 -0.8 109.700226718
13.8 13.975 -2.85 -2.7 -0.8 -0.7 -99.0
13.8 13.975 -2.85 -2.7 -0.7 -0.6 -99.0
13.8 13.975 -2.85 -2.7 -0.6 -0.5 -99.0
13.8 13.975 -2.7 -2.55 -2.5 -2.4 26.9184076423
13.8 13.975 -2.7 -2.55 -2.4 -2.3 29.7077255824
13.8 13.975 -2.7 -2.55 -2.3 -2.2 27.5693925953
13.8 13.975 -2.7 -2.55 -2.2 -2.1 33.4071147449
13.8 13.975 -2.7 -2.55 -2.1 -2.0 35.3824489324
13.8 13.975 -2.7 -2.55 -2.0 -1.9 37.8116207397
13.8 13.975 -2.7 -2.55 -1.9 -1.8 41.252391226
13.8 13.975 -2.7 -2.55 -1.8 -1.7 44.905031747
13.8 13.975 -2.7 -2.55 -1.7 -1.6 47.6643134355
13.8 13.975 -2.7 -2.55 -1.6 -1.5 49.2495873008
13.8 13.975 -2.7 -2.55 -1.5 -1.4 50.0953436171
13.8 13.975 -2.7 -2.55 -1.4 -1.3 66.3780760438
13.8 13.975 -2.7 -2.55 -1.3 -1.2 56.8209285703
13.8 13.975 -2.7 -2.55 -1.2 -1.1 27.1893146836
13.8 13.975 -2.7 -2.55 -1.1 -1.0 60.6160049666
13.8 13.975 -2.7 -2.55 -1.0 -0.9 39.1791985576
13.8 13.975 -2.7 -2.55 -0.9 -0.8 59.3171484396
13.8 13.975 -2.7 -2.55 -0.8 -0.7 -99.0
13.8 13.975 -2.7 -2.55 -0.7 -0.6 -99.0
13.8 13.975 -2.7 -2.55 -0.6 -0.5 -99.0
13.8 13.975 -2.55 -2.4 -2.5 -2.4 23.6361599305
13.8 13.975 -2.55 -2.4 -2.4 -2.3 27.831968311
13.8 13.975 -2.55 -2.4 -2.3 -2.2 23.8368277246
13.8 13.975 -2.55 -2.4 -2.2 -2.1 32.4283408976
13.8 13.975 -2.55 -2.4 -2.1 -2.0 33.9138901701
13.8 13.975 -2.55 -2.4 -2.0 -1.9 37.7699735282
13.8 13.975 -2.55 -2.4 -1.9 -1.8 40.1123699873
13.8 13.975 -2.55 -2.4 -1.8 -1.7 42.1685631133
13.8 13.975 -2.55 -2.4 -1.7 -1.6 43.1798846133
13.8 13.975 -2.55 -2.4 -1.6 -1.5 51.0198103859
13.8 13.975 -2.55 -2.4 -1.5 -1.4 64.1713523225
13.8 13.975 -2.55 -2.4 -1.4 -1.3 43.0415049623
13.8 13.975 -2.55 -2.4 -1.3 -1.2 45.448916493
13.8 13.975 -2.55 -2.4 -1.2 -1.1 69.4665678003
13.8 13.975 -2.55 -2.4 -1.1 -1.0 72.4073999595
13.8 13.975 -2.55 -2.4 -1.0 -0.9 111.146716596
13.8 13.975 -2.55 -2.4 -0.9 -0.8 110.242338491
13.8 13.975 -2.55 -2.4 -0.8 -0.7 -99.0
13.8 13.975 -2.55 -2.4 -0.7 -0.6 141.828089439
13.8 13.975 -2.55 -2.4 -0.6 -0.5 -99.0
13.8 13.975 -2.4 -2.25 -2.5 -2.4 22.1133612585
13.8 13.975 -2.4 -2.25 -2.4 -2.3 24.8619642219
13.8 13.975 -2.4 -2.25 -2.3 -2.2 30.3496428838
13.8 13.975 -2.4 -2.25 -2.2 -2.1 30.5090886283
13.8 13.975 -2.4 -2.25 -2.1 -2.0 36.7122159785
13.8 13.975 -2.4 -2.25 -2.0 -1.9 36.5828831563
13.8 13.975 -2.4 -2.25 -1.9 -1.8 40.0421187308
13.8 13.975 -2.4 -2.25 -1.8 -1.7 42.8647299253
13.8 13.975 -2.4 -2.25 -1.7 -1.6 47.6106567351
13.8 13.975 -2.4 -2.25 -1.6 -1.5 49.0434463455
13.8 13.975 -2.4 -2.25 -1.5 -1.4 55.7484894853
13.8 13.975 -2.4 -2.25 -1.4 -1.3 53.2875286175
13.8 13.975 -2.4 -2.25 -1.3 -1.2 60.9331587794
13.8 13.975 -2.4 -2.25 -1.2 -1.1 76.6231261844
13.8 13.975 -2.4 -2.25 -1.1 -1.0 72.8819085145
13.8 13.975 -2.4 -2.25 -1.0 -0.9 78.3678243954
13.8 13.975 -2.4 -2.25 -0.9 -0.8 110.23071996
13.8 13.975 -2.4 -2.25 -0.8 -0.7 144.715075205
13.8 13.975 -2.4 -2.25 -0.7 -0.6 -99.0
13.8 13.975 -2.4 -2.25 -0.6 -0.5 101.295295997
13.8 13.975 -2.25 -2.1 -2.5 -2.4 17.8334163421
13.8 13.975 -2.25 -2.1 -2.4 -2.3 21.9354314982
13.8 13.975 -2.25 -2.1 -2.3 -2.2 20.9915210845
13.8 13.975 -2.25 -2.1 -2.2 -2.1 27.8513720634
13.8 13.975 -2.25 -2.1 -2.1 -2.0 34.3968086916
13.8 13.975 -2.25 -2.1 -2.0 -1.9 38.1183425208
13.8 13.975 -2.25 -2.1 -1.9 -1.8 39.4027577473
13.8 13.975 -2.25 -2.1 -1.8 -1.7 42.5754099339
13.8 13.975 -2.25 -2.1 -1.7 -1.6 47.1530590395
13.8 13.975 -2.25 -2.1 -1.6 -1.5 50.0134942913
13.8 13.975 -2.25 -2.1 -1.5 -1.4 53.3521471212
13.8 13.975 -2.25 -2.1 -1.4 -1.3 61.119842237
13.8 13.975 -2.25 -2.1 -1.3 -1.2 70.0297776916
13.8 13.975 -2.25 -2.1 -1.2 -1.1 60.7855096043
13.8 13.975 -2.25 -2.1 -1.1 -1.0 69.5993755108
13.8 13.975 -2.25 -2.1 -1.0 -0.9 62.3154457222
13.8 13.975 -2.25 -2.1 -0.9 -0.8 54.6110973712
13.8 13.975 -2.25 -2.1 -0.8 -0.7 115.173306314
13.8 13.975 -2.25 -2.1 -0.7 -0.6 -99.0
13.8 13.975 -2.25 -2.1 -0.6 -0.5 -99.0
13.8 13.975 -2.1 -1.95 -2.5 -2.4 16.369334355
13.8 13.975 -2.1 -1.95 -2.4 -2.3 20.6693030247
13.8 13.975 -2.1 -1.95 -2.3 -2.2 24.7443819377
13.8 13.975 -2.1 -1.95 -2.2 -2.1 26.0081600058
13.8 13.975 -2.1 -1.95 -2.1 -2.0 29.6790631427
13.8 13.975 -2.1 -1.95 -2.0 -1.9 35.2349237213
13.8 13.975 -2.1 -1.95 -1.9 -1.8 40.0349615489
13.8 13.975 -2.1 -1.95 -1.8 -1.7 45.8597108676
13.8 13.975 -2.1 -1.95 -1.7 -1.6 45.558030995
13.8 13.975 -2.1 -1.95 -1.6 -1.5 52.2389139981
13.8 13.975 -2.1 -1.95 -1.5 -1.4 51.5633709854
13.8 13.975 -2.1 -1.95 -1.4 -1.3 55.6546493404
13.8 13.975 -2.1 -1.95 -1.3 -1.2 63.5060775519
13.8 13.975 -2.1 -1.95 -1.2 -1.1 79.0934542991
13.8 13.975 -2.1 -1.95 -1.1 -1.0 80.6142454673
13.8 13.975 -2.1 -1.95 -1.0 -0.9 57.7986082127
13.8 13.975 -2.1 -1.95 -0.9 -0.8 97.6523270174
13.8 13.975 -2.1 -1.95 -0.8 -0.7 109.252850867
13.8 13.975 -2.1 -1.95 -0.7 -0.6 -99.0
13.8 13.975 -2.1 -1.95 -0.6 -0.5 -99.0
13.8 13.975 -1.95 -1.8 -2.5 -2.4 17.5644176104
13.8 13.975 -1.95 -1.8 -2.4 -2.3 17.0306051183
13.8 13.975 -1.95 -1.8 -2.3 -2.2 17.2638155208
13.8 13.975 -1.95 -1.8 -2.2 -2.1 21.2753879689
13.8 13.975 -1.95 -1.8 -2.1 -2.0 28.4077081173
13.8 13.975 -1.95 -1.8 -2.0 -1.9 33.7956602179
13.8 13.975 -1.95 -1.8 -1.9 -1.8 39.724456978
13.8 13.975 -1.95 -1.8 -1.8 -1.7 41.3388590613
13.8 13.975 -1.95 -1.8 -1.7 -1.6 47.9996687428
13.8 13.975 -1.95 -1.8 -1.6 -1.5 50.2068585406
13.8 13.975 -1.95 -1.8 -1.5 -1.4 52.77680597
13.8 13.975 -1.95 -1.8 -1.4 -1.3 52.5718133774
13.8 13.975 -1.95 -1.8 -1.3 -1.2 62.4304779939
13.8 13.975 -1.95 -1.8 -1.2 -1.1 80.1935462368
13.8 13.975 -1.95 -1.8 -1.1 -1.0 89.3944445659
13.8 13.975 -1.95 -1.8 -1.0 -0.9 86.6658840943
13.8 13.975 -1.95 -1.8 -0.9 -0.8 73.3109706736
13.8 13.975 -1.95 -1.8 -0.8 -0.7 115.974992875
13.8 13.975 -1.95 -1.8 -0.7 -0.6 114.09296914
13.8 13.975 -1.95 -1.8 -0.6 -0.5 105.575696423
13.8 13.975 -1.8 -1.65 -2.5 -2.4 15.6330800381
