#(1) log(M_min) log of the minimum halo mass of the selection in logscale (in units of Msol/h)
#(2) log(M_max) log of the maximum halo mass of the selection in logscale (in units of Msol/h)
#(3) log(dM_min) log of the minimum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(4) log(dM_max) log of the maximum change of halo mass of the selection in logscale (calculated as (M1-M2)/M1)
#(5) log(dz_min) log of the minimum change of redshift of the selection in logscale (calculated as z1-z2)
#(6) log(dz_max) log of the maximum change of redshift of the selection in logscale (calculated as z1-z2)
#(7) Dir
#log(M_min)	log(M_max)	log(dM_min)	log(dM_max)	log(dz_min)	log(dz_max)	Dir
13.8 13.975 -1.8 -1.65 -2.4 -2.3 13.383596988
13.8 13.975 -1.8 -1.65 -2.3 -2.2 17.037375635
13.8 13.975 -1.8 -1.65 -2.2 -2.1 21.6201449202
13.8 13.975 -1.8 -1.65 -2.1 -2.0 25.4965856784
13.8 13.975 -1.8 -1.65 -2.0 -1.9 27.7490044245
13.8 13.975 -1.8 -1.65 -1.9 -1.8 35.875110889
13.8 13.975 -1.8 -1.65 -1.8 -1.7 39.2303857539
13.8 13.975 -1.8 -1.65 -1.7 -1.6 47.5606263141
13.8 13.975 -1.8 -1.65 -1.6 -1.5 49.4844464885
13.8 13.975 -1.8 -1.65 -1.5 -1.4 52.1397065417
13.8 13.975 -1.8 -1.65 -1.4 -1.3 58.5540126167
13.8 13.975 -1.8 -1.65 -1.3 -1.2 62.8897778604
13.8 13.975 -1.8 -1.65 -1.2 -1.1 66.1872001969
13.8 13.975 -1.8 -1.65 -1.1 -1.0 87.1100380068
13.8 13.975 -1.8 -1.65 -1.0 -0.9 58.3537489382
13.8 13.975 -1.8 -1.65 -0.9 -0.8 97.473731891
13.8 13.975 -1.8 -1.65 -0.8 -0.7 109.169985548
13.8 13.975 -1.8 -1.65 -0.7 -0.6 168.287446323
13.8 13.975 -1.8 -1.65 -0.6 -0.5 140.448945256
13.8 13.975 -1.65 -1.5 -2.5 -2.4 21.5440873389
13.8 13.975 -1.65 -1.5 -2.4 -2.3 17.4925879619
13.8 13.975 -1.65 -1.5 -2.3 -2.2 26.0092360558
13.8 13.975 -1.65 -1.5 -2.2 -2.1 17.8785358045
13.8 13.975 -1.65 -1.5 -2.1 -2.0 23.9641672487
13.8 13.975 -1.65 -1.5 -2.0 -1.9 23.6507075177
13.8 13.975 -1.65 -1.5 -1.9 -1.8 35.4838970008
13.8 13.975 -1.65 -1.5 -1.8 -1.7 38.8003491376
13.8 13.975 -1.65 -1.5 -1.7 -1.6 43.7238719552
13.8 13.975 -1.65 -1.5 -1.6 -1.5 48.8259824356
13.8 13.975 -1.65 -1.5 -1.5 -1.4 51.1798167664
13.8 13.975 -1.65 -1.5 -1.4 -1.3 56.0468848981
13.8 13.975 -1.65 -1.5 -1.3 -1.2 64.1450580308
13.8 13.975 -1.65 -1.5 -1.2 -1.1 66.6551205198
13.8 13.975 -1.65 -1.5 -1.1 -1.0 86.2588933046
13.8 13.975 -1.65 -1.5 -1.0 -0.9 96.8480365115
13.8 13.975 -1.65 -1.5 -0.9 -0.8 83.9036857054
13.8 13.975 -1.65 -1.5 -0.8 -0.7 43.6577798115
13.8 13.975 -1.65 -1.5 -0.7 -0.6 -99.0
13.8 13.975 -1.65 -1.5 -0.6 -0.5 -99.0
13.8 13.975 -1.5 -1.35 -2.5 -2.4 27.6197122547
13.8 13.975 -1.5 -1.35 -2.4 -2.3 17.2244051056
13.8 13.975 -1.5 -1.35 -2.3 -2.2 9.7234644918
13.8 13.975 -1.5 -1.35 -2.2 -2.1 18.6500058599
13.8 13.975 -1.5 -1.35 -2.1 -2.0 18.8745415808
13.8 13.975 -1.5 -1.35 -2.0 -1.9 24.7425942294
13.8 13.975 -1.5 -1.35 -1.9 -1.8 27.1533240067
13.8 13.975 -1.5 -1.35 -1.8 -1.7 36.3434958679
13.8 13.975 -1.5 -1.35 -1.7 -1.6 37.2880180732
13.8 13.975 -1.5 -1.35 -1.6 -1.5 46.687876042
13.8 13.975 -1.5 -1.35 -1.5 -1.4 50.6744794527
13.8 13.975 -1.5 -1.35 -1.4 -1.3 60.1229453508
13.8 13.975 -1.5 -1.35 -1.3 -1.2 59.8320883105
13.8 13.975 -1.5 -1.35 -1.2 -1.1 55.3132759923
13.8 13.975 -1.5 -1.35 -1.1 -1.0 68.7441938951
13.8 13.975 -1.5 -1.35 -1.0 -0.9 95.5017719087
13.8 13.975 -1.5 -1.35 -0.9 -0.8 84.7253655832
13.8 13.975 -1.5 -1.35 -0.8 -0.7 81.2741172846
13.8 13.975 -1.5 -1.35 -0.7 -0.6 110.300824332
13.8 13.975 -1.5 -1.35 -0.6 -0.5 150.109660195
13.8 13.975 -1.35 -1.2 -2.5 -2.4 45.4089030196
13.8 13.975 -1.35 -1.2 -2.4 -2.3 26.5390518684
13.8 13.975 -1.35 -1.2 -2.3 -2.2 11.2531760207
13.8 13.975 -1.35 -1.2 -2.2 -2.1 20.8681456864
13.8 13.975 -1.35 -1.2 -2.1 -2.0 18.2805772062
13.8 13.975 -1.35 -1.2 -2.0 -1.9 20.9788531078
13.8 13.975 -1.35 -1.2 -1.9 -1.8 18.6158278315
13.8 13.975 -1.35 -1.2 -1.8 -1.7 30.037999188
13.8 13.975 -1.35 -1.2 -1.7 -1.6 34.6008487183
13.8 13.975 -1.35 -1.2 -1.6 -1.5 44.5524002651
13.8 13.975 -1.35 -1.2 -1.5 -1.4 44.5997358671
13.8 13.975 -1.35 -1.2 -1.4 -1.3 49.9477311176
13.8 13.975 -1.35 -1.2 -1.3 -1.2 54.9853586807
13.8 13.975 -1.35 -1.2 -1.2 -1.1 64.2791719127
13.8 13.975 -1.35 -1.2 -1.1 -1.0 72.6491016122
13.8 13.975 -1.35 -1.2 -1.0 -0.9 90.3381885294
13.8 13.975 -1.35 -1.2 -0.9 -0.8 87.9599057523
13.8 13.975 -1.35 -1.2 -0.8 -0.7 97.0316706359
13.8 13.975 -1.35 -1.2 -0.7 -0.6 96.2345879424
13.8 13.975 -1.35 -1.2 -0.6 -0.5 74.1304807404
13.8 13.975 -1.2 -1.05 -2.5 -2.4 80.594203744
13.8 13.975 -1.2 -1.05 -2.4 -2.3 26.0351353645
13.8 13.975 -1.2 -1.05 -2.3 -2.2 15.8551175753
13.8 13.975 -1.2 -1.05 -2.2 -2.1 34.5399096628
13.8 13.975 -1.2 -1.05 -2.1 -2.0 18.0706579219
13.8 13.975 -1.2 -1.05 -2.0 -1.9 29.5485688113
13.8 13.975 -1.2 -1.05 -1.9 -1.8 19.8363574339
13.8 13.975 -1.2 -1.05 -1.8 -1.7 26.7682235204
13.8 13.975 -1.2 -1.05 -1.7 -1.6 29.6768771552
13.8 13.975 -1.2 -1.05 -1.6 -1.5 34.2804800574
13.8 13.975 -1.2 -1.05 -1.5 -1.4 45.1182010407
13.8 13.975 -1.2 -1.05 -1.4 -1.3 48.9487093607
13.8 13.975 -1.2 -1.05 -1.3 -1.2 58.1341217613
13.8 13.975 -1.2 -1.05 -1.2 -1.1 67.3929872682
13.8 13.975 -1.2 -1.05 -1.1 -1.0 72.4561124617
13.8 13.975 -1.2 -1.05 -1.0 -0.9 66.349702189
13.8 13.975 -1.2 -1.05 -0.9 -0.8 82.4347927505
13.8 13.975 -1.2 -1.05 -0.8 -0.7 96.2624418411
13.8 13.975 -1.2 -1.05 -0.7 -0.6 132.215336872
13.8 13.975 -1.2 -1.05 -0.6 -0.5 131.741662283
13.8 13.975 -1.05 -0.9 -2.5 -2.4 78.6842023946
13.8 13.975 -1.05 -0.9 -2.4 -2.3 29.319892012
13.8 13.975 -1.05 -0.9 -2.3 -2.2 26.06896345
13.8 13.975 -1.05 -0.9 -2.2 -2.1 37.3238927778
13.8 13.975 -1.05 -0.9 -2.1 -2.0 21.2933708025
13.8 13.975 -1.05 -0.9 -2.0 -1.9 31.0969658462
13.8 13.975 -1.05 -0.9 -1.9 -1.8 17.957927593
13.8 13.975 -1.05 -0.9 -1.8 -1.7 24.9640718513
13.8 13.975 -1.05 -0.9 -1.7 -1.6 25.7542541814
13.8 13.975 -1.05 -0.9 -1.6 -1.5 36.1863774389
13.8 13.975 -1.05 -0.9 -1.5 -1.4 40.3469248668
13.8 13.975 -1.05 -0.9 -1.4 -1.3 42.5778187525
13.8 13.975 -1.05 -0.9 -1.3 -1.2 59.1623629193
13.8 13.975 -1.05 -0.9 -1.2 -1.1 68.8864484465
13.8 13.975 -1.05 -0.9 -1.1 -1.0 73.2951096211
13.8 13.975 -1.05 -0.9 -1.0 -0.9 88.5088784962
13.8 13.975 -1.05 -0.9 -0.9 -0.8 79.5558114635
13.8 13.975 -1.05 -0.9 -0.8 -0.7 80.2308895901
13.8 13.975 -1.05 -0.9 -0.7 -0.6 80.8197485636
13.8 13.975 -1.05 -0.9 -0.6 -0.5 111.185410742
13.8 13.975 -0.9 -0.75 -2.5 -2.4 99.1894812674
13.8 13.975 -0.9 -0.75 -2.4 -2.3 122.792813132
13.8 13.975 -0.9 -0.75 -2.3 -2.2 4.96872574023
13.8 13.975 -0.9 -0.75 -2.2 -2.1 27.3598549865
13.8 13.975 -0.9 -0.75 -2.1 -2.0 39.7713569754
13.8 13.975 -0.9 -0.75 -2.0 -1.9 36.126418561
13.8 13.975 -0.9 -0.75 -1.9 -1.8 28.4476765717
13.8 13.975 -0.9 -0.75 -1.8 -1.7 20.0645881097
13.8 13.975 -0.9 -0.75 -1.7 -1.6 25.1667771454
13.8 13.975 -0.9 -0.75 -1.6 -1.5 25.4499283549
13.8 13.975 -0.9 -0.75 -1.5 -1.4 37.7996188364
13.8 13.975 -0.9 -0.75 -1.4 -1.3 34.9354929717
13.8 13.975 -0.9 -0.75 -1.3 -1.2 44.9690992878
13.8 13.975 -0.9 -0.75 -1.2 -1.1 54.1178241796
13.8 13.975 -0.9 -0.75 -1.1 -1.0 62.1531417065
13.8 13.975 -0.9 -0.75 -1.0 -0.9 74.4955611837
13.8 13.975 -0.9 -0.75 -0.9 -0.8 78.6913672752
13.8 13.975 -0.9 -0.75 -0.8 -0.7 88.0731271142
13.8 13.975 -0.9 -0.75 -0.7 -0.6 91.7597725189
13.8 13.975 -0.9 -0.75 -0.6 -0.5 116.204492073
13.8 13.975 -0.75 -0.6 -2.5 -2.4 149.869595626
13.8 13.975 -0.75 -0.6 -2.4 -2.3 49.9417563305
13.8 13.975 -0.75 -0.6 -2.3 -2.2 118.395186811
13.8 13.975 -0.75 -0.6 -2.2 -2.1 129.837626811
13.8 13.975 -0.75 -0.6 -2.1 -2.0 83.0275113331
13.8 13.975 -0.75 -0.6 -2.0 -1.9 34.5934917182
13.8 13.975 -0.75 -0.6 -1.9 -1.8 63.0382384704
13.8 13.975 -0.75 -0.6 -1.8 -1.7 26.6771651921
13.8 13.975 -0.75 -0.6 -1.7 -1.6 29.4861183449
13.8 13.975 -0.75 -0.6 -1.6 -1.5 29.1833771896
13.8 13.975 -0.75 -0.6 -1.5 -1.4 27.2390504491
13.8 13.975 -0.75 -0.6 -1.4 -1.3 41.9219858954
13.8 13.975 -0.75 -0.6 -1.3 -1.2 36.8001000403
13.8 13.975 -0.75 -0.6 -1.2 -1.1 44.8888563303
13.8 13.975 -0.75 -0.6 -1.1 -1.0 56.8393701603
13.8 13.975 -0.75 -0.6 -1.0 -0.9 76.4061512846
13.8 13.975 -0.75 -0.6 -0.9 -0.8 67.5511416986
13.8 13.975 -0.75 -0.6 -0.8 -0.7 77.2002157876
13.8 13.975 -0.75 -0.6 -0.7 -0.6 104.0487154
13.8 13.975 -0.75 -0.6 -0.6 -0.5 76.8987157366
13.8 13.975 -0.6 -0.45 -2.5 -2.4 142.068318198
13.8 13.975 -0.6 -0.45 -2.4 -2.3 12.3453049203
13.8 13.975 -0.6 -0.45 -2.3 -2.2 -99.0
13.8 13.975 -0.6 -0.45 -2.2 -2.1 99.8441897702
13.8 13.975 -0.6 -0.45 -2.1 -2.0 122.358281104
13.8 13.975 -0.6 -0.45 -2.0 -1.9 99.4030219677
13.8 13.975 -0.6 -0.45 -1.9 -1.8 67.568708485
13.8 13.975 -0.6 -0.45 -1.8 -1.7 21.3516432719
13.8 13.975 -0.6 -0.45 -1.7 -1.6 31.809385964
13.8 13.975 -0.6 -0.45 -1.6 -1.5 49.1423818967
13.8 13.975 -0.6 -0.45 -1.5 -1.4 44.0975591497
13.8 13.975 -0.6 -0.45 -1.4 -1.3 40.6061696517
13.8 13.975 -0.6 -0.45 -1.3 -1.2 31.7914489066
13.8 13.975 -0.6 -0.45 -1.2 -1.1 42.1329461429
13.8 13.975 -0.6 -0.45 -1.1 -1.0 51.2312929846
13.8 13.975 -0.6 -0.45 -1.0 -0.9 50.9151420671
13.8 13.975 -0.6 -0.45 -0.9 -0.8 68.4159925589
13.8 13.975 -0.6 -0.45 -0.8 -0.7 84.9551109177
13.8 13.975 -0.6 -0.45 -0.7 -0.6 88.3088906186
13.8 13.975 -0.6 -0.45 -0.6 -0.5 55.8655632694
13.8 13.975 -0.45 -0.3 -2.5 -2.4 112.159449944
13.8 13.975 -0.45 -0.3 -2.4 -2.3 112.060838821
13.8 13.975 -0.45 -0.3 -2.3 -2.2 160.57489129
13.8 13.975 -0.45 -0.3 -2.2 -2.1 167.926139528
13.8 13.975 -0.45 -0.3 -2.1 -2.0 154.624725712
13.8 13.975 -0.45 -0.3 -2.0 -1.9 154.312175142
13.8 13.975 -0.45 -0.3 -1.9 -1.8 132.807812072
13.8 13.975 -0.45 -0.3 -1.8 -1.7 121.112470683
13.8 13.975 -0.45 -0.3 -1.7 -1.6 137.981560788
13.8 13.975 -0.45 -0.3 -1.6 -1.5 43.8626812062
13.8 13.975 -0.45 -0.3 -1.5 -1.4 27.5837665449
13.8 13.975 -0.45 -0.3 -1.4 -1.3 41.3563930586
13.8 13.975 -0.45 -0.3 -1.3 -1.2 28.3783914169
13.8 13.975 -0.45 -0.3 -1.2 -1.1 31.9128765718
13.8 13.975 -0.45 -0.3 -1.1 -1.0 53.3701723628
13.8 13.975 -0.45 -0.3 -1.0 -0.9 44.4777043227
13.8 13.975 -0.45 -0.3 -0.9 -0.8 70.395136881
13.8 13.975 -0.45 -0.3 -0.8 -0.7 64.0692360667
13.8 13.975 -0.45 -0.3 -0.7 -0.6 32.8918367814
13.8 13.975 -0.45 -0.3 -0.6 -0.5 58.8833729861
13.8 13.975 -0.3 -0.15 -2.5 -2.4 143.126139311
13.8 13.975 -0.3 -0.15 -2.4 -2.3 -99.0
13.8 13.975 -0.3 -0.15 -2.3 -2.2 -99.0
13.8 13.975 -0.3 -0.15 -2.2 -2.1 113.648582944
13.8 13.975 -0.3 -0.15 -2.1 -2.0 1.13123228894
13.8 13.975 -0.3 -0.15 -2.0 -1.9 130.051648201
13.8 13.975 -0.3 -0.15 -1.9 -1.8 153.188105533
13.8 13.975 -0.3 -0.15 -1.8 -1.7 85.4064646379
13.8 13.975 -0.3 -0.15 -1.7 -1.6 147.220893935
13.8 13.975 -0.3 -0.15 -1.6 -1.5 102.074078941
13.8 13.975 -0.3 -0.15 -1.5 -1.4 177.603848235
13.8 13.975 -0.3 -0.15 -1.4 -1.3 110.910031993
13.8 13.975 -0.3 -0.15 -1.3 -1.2 68.9188101564
13.8 13.975 -0.3 -0.15 -1.2 -1.1 115.149009821
13.8 13.975 -0.3 -0.15 -1.1 -1.0 60.8568498682
13.8 13.975 -0.3 -0.15 -1.0 -0.9 47.4856993124
13.8 13.975 -0.3 -0.15 -0.9 -0.8 81.7636147823
13.8 13.975 -0.3 -0.15 -0.8 -0.7 111.962293801
13.8 13.975 -0.3 -0.15 -0.7 -0.6 95.7221155854
13.8 13.975 -0.3 -0.15 -0.6 -0.5 107.185281618
13.8 13.975 -0.15 0.0 -2.5 -2.4 178.12566383
13.8 13.975 -0.15 0.0 -2.4 -2.3 -99.0
13.8 13.975 -0.15 0.0 -2.3 -2.2 39.9040358462
13.8 13.975 -0.15 0.0 -2.2 -2.1 -99.0
13.8 13.975 -0.15 0.0 -2.1 -2.0 35.6141160223
13.8 13.975 -0.15 0.0 -2.0 -1.9 151.551524146
13.8 13.975 -0.15 0.0 -1.9 -1.8 88.6490330204
13.8 13.975 -0.15 0.0 -1.8 -1.7 152.968137565
13.8 13.975 -0.15 0.0 -1.7 -1.6 46.1331337408
13.8 13.975 -0.15 0.0 -1.6 -1.5 40.2757184684
13.8 13.975 -0.15 0.0 -1.5 -1.4 30.1611476437
13.8 13.975 -0.15 0.0 -1.4 -1.3 50.7812119291
13.8 13.975 -0.15 0.0 -1.3 -1.2 116.463402884
13.8 13.975 -0.15 0.0 -1.2 -1.1 112.37479114
13.8 13.975 -0.15 0.0 -1.1 -1.0 136.707443225
13.8 13.975 -0.15 0.0 -1.0 -0.9 -99.0
13.8 13.975 -0.15 0.0 -0.9 -0.8 -99.0
13.8 13.975 -0.15 0.0 -0.8 -0.7 95.9963899481
13.8 13.975 -0.15 0.0 -0.7 -0.6 -99.0
13.8 13.975 -0.15 0.0 -0.6 -0.5 -99.0
13.975 14.15 -3.0 -2.85 -2.5 -2.4 24.7715510906
13.975 14.15 -3.0 -2.85 -2.4 -2.3 24.5463323283
13.975 14.15 -3.0 -2.85 -2.3 -2.2 28.8023834698
13.975 14.15 -3.0 -2.85 -2.2 -2.1 29.1237203756
13.975 14.15 -3.0 -2.85 -2.1 -2.0 31.7190110199
13.975 14.15 -3.0 -2.85 -2.0 -1.9 35.0768698829
13.975 14.15 -3.0 -2.85 -1.9 -1.8 36.7188889325
13.975 14.15 -3.0 -2.85 -1.8 -1.7 40.2315166451
13.975 14.15 -3.0 -2.85 -1.7 -1.6 42.2175501306
13.975 14.15 -3.0 -2.85 -1.6 -1.5 53.8461240888
13.975 14.15 -3.0 -2.85 -1.5 -1.4 67.0353545962
13.975 14.15 -3.0 -2.85 -1.4 -1.3 34.0441987424
13.975 14.15 -3.0 -2.85 -1.3 -1.2 93.2672383576
13.975 14.15 -3.0 -2.85 -1.2 -1.1 51.7248830091
13.975 14.15 -3.0 -2.85 -1.1 -1.0 55.9060428108
13.975 14.15 -3.0 -2.85 -1.0 -0.9 93.0865318034
13.975 14.15 -3.0 -2.85 -0.9 -0.8 124.233371203
13.975 14.15 -3.0 -2.85 -0.8 -0.7 -99.0
13.975 14.15 -3.0 -2.85 -0.7 -0.6 -99.0
13.975 14.15 -3.0 -2.85 -0.6 -0.5 -99.0
13.975 14.15 -2.85 -2.7 -2.5 -2.4 25.3771795314
13.975 14.15 -2.85 -2.7 -2.4 -2.3 28.1313499731
13.975 14.15 -2.85 -2.7 -2.3 -2.2 22.172681075
13.975 14.15 -2.85 -2.7 -2.2 -2.1 31.0002169273
13.975 14.15 -2.85 -2.7 -2.1 -2.0 30.1206255516
13.975 14.15 -2.85 -2.7 -2.0 -1.9 38.1980727883
13.975 14.15 -2.85 -2.7 -1.9 -1.8 45.1340604859
13.975 14.15 -2.85 -2.7 -1.8 -1.7 55.1301424891
13.975 14.15 -2.85 -2.7 -1.7 -1.6 53.0079976452
13.975 14.15 -2.85 -2.7 -1.6 -1.5 51.3067933748
13.975 14.15 -2.85 -2.7 -1.5 -1.4 66.5854766926
13.975 14.15 -2.85 -2.7 -1.4 -1.3 69.2590090791
13.975 14.15 -2.85 -2.7 -1.3 -1.2 58.2429206851
13.975 14.15 -2.85 -2.7 -1.2 -1.1 64.1165047338
13.975 14.15 -2.85 -2.7 -1.1 -1.0 57.8831245257
13.975 14.15 -2.85 -2.7 -1.0 -0.9 79.3723558484
13.975 14.15 -2.85 -2.7 -0.9 -0.8 -99.0
13.975 14.15 -2.85 -2.7 -0.8 -0.7 86.2495707467
13.975 14.15 -2.85 -2.7 -0.7 -0.6 -99.0
13.975 14.15 -2.85 -2.7 -0.6 -0.5 -99.0
13.975 14.15 -2.7 -2.55 -2.5 -2.4 24.9569789251
13.975 14.15 -2.7 -2.55 -2.4 -2.3 29.8060323298
13.975 14.15 -2.7 -2.55 -2.3 -2.2 28.2586748291
13.975 14.15 -2.7 -2.55 -2.2 -2.1 25.3275841236
13.975 14.15 -2.7 -2.55 -2.1 -2.0 35.9382697808
13.975 14.15 -2.7 -2.55 -2.0 -1.9 37.9401172289
13.975 14.15 -2.7 -2.55 -1.9 -1.8 41.0859571836
13.975 14.15 -2.7 -2.55 -1.8 -1.7 41.639140539
13.975 14.15 -2.7 -2.55 -1.7 -1.6 35.5340278303
13.975 14.15 -2.7 -2.55 -1.6 -1.5 53.9355391585
13.975 14.15 -2.7 -2.55 -1.5 -1.4 44.8758681588
13.975 14.15 -2.7 -2.55 -1.4 -1.3 47.6985085402
13.975 14.15 -2.7 -2.55 -1.3 -1.2 65.2025326838
13.975 14.15 -2.7 -2.55 -1.2 -1.1 52.3960808663
13.975 14.15 -2.7 -2.55 -1.1 -1.0 23.9198148951
13.975 14.15 -2.7 -2.55 -1.0 -0.9 102.13883678
13.975 14.15 -2.7 -2.55 -0.9 -0.8 96.7399947589
13.975 14.15 -2.7 -2.55 -0.8 -0.7 -99.0
13.975 14.15 -2.7 -2.55 -0.7 -0.6 -99.0
13.975 14.15 -2.7 -2.55 -0.6 -0.5 -99.0
13.975 14.15 -2.55 -2.4 -2.5 -2.4 24.473923749
13.975 14.15 -2.55 -2.4 -2.4 -2.3 27.878392288
13.975 14.15 -2.55 -2.4 -2.3 -2.2 29.6731075838
13.975 14.15 -2.55 -2.4 -2.2 -2.1 32.4235220545
13.975 14.15 -2.55 -2.4 -2.1 -2.0 36.2304116945
13.975 14.15 -2.55 -2.4 -2.0 -1.9 37.1972266174
13.975 14.15 -2.55 -2.4 -1.9 -1.8 38.1880203636
13.975 14.15 -2.55 -2.4 -1.8 -1.7 41.7745219883
13.975 14.15 -2.55 -2.4 -1.7 -1.6 35.1356723128
13.975 14.15 -2.55 -2.4 -1.6 -1.5 41.0601286516
13.975 14.15 -2.55 -2.4 -1.5 -1.4 58.1262308228
13.975 14.15 -2.55 -2.4 -1.4 -1.3 52.3144009007
13.975 14.15 -2.55 -2.4 -1.3 -1.2 74.3402074835
13.975 14.15 -2.55 -2.4 -1.2 -1.1 68.4371901584
13.975 14.15 -2.55 -2.4 -1.1 -1.0 102.22610006
13.975 14.15 -2.55 -2.4 -1.0 -0.9 45.1966086853
13.975 14.15 -2.55 -2.4 -0.9 -0.8 60.4715511994
13.975 14.15 -2.55 -2.4 -0.8 -0.7 93.5761431978
13.975 14.15 -2.55 -2.4 -0.7 -0.6 -99.0
13.975 14.15 -2.55 -2.4 -0.6 -0.5 -99.0
13.975 14.15 -2.4 -2.25 -2.5 -2.4 23.4328729349
13.975 14.15 -2.4 -2.25 -2.4 -2.3 25.8552345604
13.975 14.15 -2.4 -2.25 -2.3 -2.2 33.0785288663
13.975 14.15 -2.4 -2.25 -2.2 -2.1 31.6266380683
13.975 14.15 -2.4 -2.25 -2.1 -2.0 37.0785282125
13.975 14.15 -2.4 -2.25 -2.0 -1.9 35.7707799293
13.975 14.15 -2.4 -2.25 -1.9 -1.8 36.9390895559
13.975 14.15 -2.4 -2.25 -1.8 -1.7 50.3794493846
13.975 14.15 -2.4 -2.25 -1.7 -1.6 49.8170703516
13.975 14.15 -2.4 -2.25 -1.6 -1.5 50.4688258169
13.975 14.15 -2.4 -2.25 -1.5 -1.4 44.0551020666
13.975 14.15 -2.4 -2.25 -1.4 -1.3 61.0047229896
13.975 14.15 -2.4 -2.25 -1.3 -1.2 66.9176192812
13.975 14.15 -2.4 -2.25 -1.2 -1.1 52.0657438618
13.975 14.15 -2.4 -2.25 -1.1 -1.0 79.8238723715
13.975 14.15 -2.4 -2.25 -1.0 -0.9 122.272543201
13.975 14.15 -2.4 -2.25 -0.9 -0.8 80.8327346657
13.975 14.15 -2.4 -2.25 -0.8 -0.7 135.975897222
13.975 14.15 -2.4 -2.25 -0.7 -0.6 -99.0
13.975 14.15 -2.4 -2.25 -0.6 -0.5 -99.0
13.975 14.15 -2.25 -2.1 -2.5 -2.4 21.8269546272
13.975 14.15 -2.25 -2.1 -2.4 -2.3 22.862299931
13.975 14.15 -2.25 -2.1 -2.3 -2.2 21.5505035943
13.975 14.15 -2.25 -2.1 -2.2 -2.1 30.7473316859
13.975 14.15 -2.25 -2.1 -2.1 -2.0 34.9701288035
13.975 14.15 -2.25 -2.1 -2.0 -1.9 41.7061470569
13.975 14.15 -2.25 -2.1 -1.9 -1.8 44.5201411877
13.975 14.15 -2.25 -2.1 -1.8 -1.7 42.9924363119
13.975 14.15 -2.25 -2.1 -1.7 -1.6 49.8488890238
13.975 14.15 -2.25 -2.1 -1.6 -1.5 50.6952242322
13.975 14.15 -2.25 -2.1 -1.5 -1.4 53.3704249925
13.975 14.15 -2.25 -2.1 -1.4 -1.3 71.491860309
13.975 14.15 -2.25 -2.1 -1.3 -1.2 64.1208687212
13.975 14.15 -2.25 -2.1 -1.2 -1.1 79.6095182978
13.975 14.15 -2.25 -2.1 -1.1 -1.0 77.1702003183
13.975 14.15 -2.25 -2.1 -1.0 -0.9 72.9109145073
13.975 14.15 -2.25 -2.1 -0.9 -0.8 86.0158509892
13.975 14.15 -2.25 -2.1 -0.8 -0.7 48.4693185785
13.975 14.15 -2.25 -2.1 -0.7 -0.6 135.992274101
13.975 14.15 -2.25 -2.1 -0.6 -0.5 -99.0
13.975 14.15 -2.1 -1.95 -2.5 -2.4 18.5737400721
13.975 14.15 -2.1 -1.95 -2.4 -2.3 20.0007532913
13.975 14.15 -2.1 -1.95 -2.3 -2.2 18.6909073731
13.975 14.15 -2.1 -1.95 -2.2 -2.1 32.6992266772
13.975 14.15 -2.1 -1.95 -2.1 -2.0 29.6665021417
13.975 14.15 -2.1 -1.95 -2.0 -1.9 38.2912920982
13.975 14.15 -2.1 -1.95 -1.9 -1.8 39.3435190682
13.975 14.15 -2.1 -1.95 -1.8 -1.7 46.3826909644
13.975 14.15 -2.1 -1.95 -1.7 -1.6 49.9411502688
13.975 14.15 -2.1 -1.95 -1.6 -1.5 52.2006232203
13.975 14.15 -2.1 -1.95 -1.5 -1.4 52.7835005347
13.975 14.15 -2.1 -1.95 -1.4 -1.3 52.2489079384
13.975 14.15 -2.1 -1.95 -1.3 -1.2 50.9731356589
13.975 14.15 -2.1 -1.95 -1.2 -1.1 55.7677766339
13.975 14.15 -2.1 -1.95 -1.1 -1.0 70.8575854002
13.975 14.15 -2.1 -1.95 -1.0 -0.9 116.067499666
13.975 14.15 -2.1 -1.95 -0.9 -0.8 71.4082730322
13.975 14.15 -2.1 -1.95 -0.8 -0.7 63.9562387509
13.975 14.15 -2.1 -1.95 -0.7 -0.6 -99.0
13.975 14.15 -2.1 -1.95 -0.6 -0.5 -99.0
13.975 14.15 -1.95 -1.8 -2.5 -2.4 13.8478151962
13.975 14.15 -1.95 -1.8 -2.4 -2.3 19.6283854269
13.975 14.15 -1.95 -1.8 -2.3 -2.2 19.8077804965
13.975 14.15 -1.95 -1.8 -2.2 -2.1 26.2759868861
13.975 14.15 -1.95 -1.8 -2.1 -2.0 31.8817987164
13.975 14.15 -1.95 -1.8 -2.0 -1.9 38.3443748558
13.975 14.15 -1.95 -1.8 -1.9 -1.8 37.7097546298
13.975 14.15 -1.95 -1.8 -1.8 -1.7 48.7515319987
13.975 14.15 -1.95 -1.8 -1.7 -1.6 47.3373836852
13.975 14.15 -1.95 -1.8 -1.6 -1.5 47.9954996172
13.975 14.15 -1.95 -1.8 -1.5 -1.4 59.4608660788
13.975 14.15 -1.95 -1.8 -1.4 -1.3 56.8612883281
13.975 14.15 -1.95 -1.8 -1.3 -1.2 53.0478426837
13.975 14.15 -1.95 -1.8 -1.2 -1.1 80.9405715691
13.975 14.15 -1.95 -1.8 -1.1 -1.0 89.4338503123
13.975 14.15 -1.95 -1.8 -1.0 -0.9 91.112904803
